Area,VehPower,VehAge,DrivAge,Credit,FuelType,Density,Amount
D,4,3,42,762,Regular,1054,876.78
D,7,8,33,752,Regular,1054,204.97
A,6,3,48,770,Diesel,25,1204
D,7,17,23,720,Regular,1054,37.84
C,5,6,24,725,Diesel,308,1204
D,7,10,45,730,Diesel,1054,1204
D,6,7,32,735,Diesel,1054,1127.6
D,10,14,41,725,Regular,1054,630.42
D,10,13,41,748,Diesel,1054,1204
D,7,9,23,695,Diesel,1054,602
D,7,9,23,695,Diesel,1054,7.77
F,10,16,29,720,Diesel,10961,1204
C,9,15,51,725,Regular,376,602
D,5,13,45,720,Diesel,1054,1204
D,7,9,20,720,Regular,1054,1204
C,5,6,30,740,Diesel,213,1204
C,8,0,39,758,Diesel,213,1204
E,10,10,43,770,Diesel,4650,1204
A,8,7,74,770,Diesel,19,82.52
A,8,14,30,695,Regular,15,1204
A,8,10,44,770,Diesel,20,1204
C,4,20,19,720,Regular,405,1204
C,6,15,58,770,Regular,405,1204
C,9,8,55,740,Diesel,405,1204
D,12,2,29,720,Diesel,568,602
D,4,13,41,752,Diesel,1526,1204
D,6,16,48,758,Diesel,1384,1204
E,5,11,79,731,Regular,9307,445.92
E,8,10,48,770,Regular,9307,1342.69
E,8,10,48,770,Regular,9307,1075.865
E,6,7,42,725,Diesel,9307,965.08
D,6,2,52,770,Diesel,1871,1204
D,8,15,43,770,Regular,614,1204
D,4,9,56,740,Regular,1313,1204
C,15,4,27,748,Regular,201,602
C,6,8,20,720,Diesel,393,580.62
C,6,13,20,720,Regular,393,1404
C,7,6,41,730,Regular,393,1204
C,5,17,24,720,Diesel,393,12316
C,6,17,21,725,Diesel,393,1204
C,5,10,19,680,Diesel,115,301
C,5,10,19,680,Diesel,115,602
C,7,3,29,735,Diesel,388,1204
D,6,10,44,720,Diesel,856,1204
A,6,12,56,770,Diesel,46,602
B,7,18,34,725,Diesel,56,3204
B,7,17,48,725,Diesel,59,1204
A,5,13,24,708,Diesel,34,1204
E,6,12,27,720,Diesel,2399,1204
D,14,9,44,762,Regular,1002,1204
E,6,9,40,768,Regular,9307,487.69
E,6,9,40,768,Regular,9307,1430.47
C,7,9,40,770,Diesel,276,492.99
E,4,14,40,695,Regular,3859,1204
E,9,2,67,741,Diesel,4172,914.73
D,5,11,23,725,Regular,1002,779.99
D,13,0,48,770,Regular,1521,391.98
D,6,0,52,769,Regular,1521,1204
D,5,11,43,770,Regular,1466,150.83
D,7,17,21,720,Regular,636,76
D,4,0,76,708,Regular,1466,1204
B,5,16,50,770,Regular,65,602
B,5,16,50,770,Regular,65,602
D,7,1,26,720,Diesel,1403,2842.86
D,5,17,52,735,Diesel,1466,602
A,8,12,29,695,Regular,47,3204
C,6,5,31,720,Diesel,190,2814.72
C,4,0,50,770,Diesel,196,1204
C,6,9,48,770,Diesel,338,1204
C,6,8,79,768,Diesel,473,1204
C,4,5,58,770,Diesel,473,1204
C,6,1,57,770,Diesel,210,1204
C,4,2,52,770,Diesel,125,2664.84
C,8,1,58,770,Diesel,247,1204
A,4,6,29,720,Diesel,41,725.24
D,5,2,24,720,Diesel,533,8103.19
C,4,13,47,770,Diesel,135,80
D,7,9,24,720,Diesel,1448,1823.5
C,7,16,18,720,Regular,138,9.99
B,5,4,43,770,Diesel,86,208.55
D,7,12,19,695,Regular,1313,5134.13
E,7,5,53,770,Diesel,2446,1204
E,4,14,53,770,Regular,2446,2000
A,6,1,36,770,Diesel,30,616.38
C,9,11,50,758,Regular,155,1204
C,5,1,61,770,Regular,298,868.8
E,5,3,28,745,Regular,2715,1204
C,6,10,49,770,Diesel,214,10327.75
A,7,17,41,720,Regular,17,1500
B,6,13,20,720,Diesel,83,1204
A,9,17,30,763,Regular,30,80.5
D,11,11,21,720,Regular,1313,686.24
A,5,7,75,770,Regular,15,1204
C,5,6,83,770,Regular,399,1204
A,6,15,75,758,Diesel,14,1204
C,7,17,82,770,Regular,247,1204
C,4,17,79,770,Regular,222,1204
A,7,12,77,770,Regular,39,1204
D,4,8,43,758,Regular,1313,1204
C,6,16,83,770,Regular,165,602
D,5,5,69,758,Regular,634,1204
E,5,4,80,770,Regular,2103,1204
A,6,11,54,770,Regular,40,9.01
C,4,13,74,770,Regular,244,1204
A,6,11,67,758,Diesel,46,1204
D,4,12,88,770,Regular,1182,1204
A,6,6,46,770,Regular,28,1204
B,5,7,61,758,Diesel,51,1204
C,7,5,52,770,Regular,243,144.38
B,6,4,68,748,Regular,91,1503.91
A,6,6,65,758,Regular,11,1204
B,5,9,53,770,Regular,81,501.36
B,7,10,65,695,Diesel,64,1204
E,7,5,67,762,Regular,2694,1204
C,6,6,86,747,Regular,473,2000
B,7,15,45,770,Regular,52,1204
E,5,3,60,760,Regular,2252,1204
D,5,5,79,770,Regular,886,1204
E,5,19,45,770,Regular,2278,184.55
C,5,5,67,770,Diesel,244,1204
E,5,10,42,770,Diesel,4128,1204
C,5,3,75,770,Diesel,155,1204
A,7,8,82,770,Diesel,15,334.35
A,7,15,42,770,Regular,30,658.92
C,5,6,59,770,Diesel,473,1204
C,4,20,41,770,Regular,112,1204
D,7,4,52,770,Regular,983,1204
B,5,10,68,770,Diesel,83,1204
D,6,8,71,770,Diesel,1313,1204
E,6,5,41,770,Regular,2044,1204
D,6,3,59,770,Diesel,640,1204
A,5,3,77,720,Regular,24,1204
C,5,10,81,770,Regular,222,1204
A,7,3,53,770,Diesel,45,1204
B,11,32,58,770,Regular,81,1204
A,4,7,91,770,Regular,14,1204
A,7,18,41,770,Regular,31,1204
A,4,4,75,770,Regular,18,2257.06
D,5,12,44,770,Diesel,1408,1204
D,8,4,57,768,Regular,1313,80.5
C,5,2,61,770,Diesel,131,1204
C,6,17,44,762,Regular,125,375.41
B,9,8,49,770,Regular,98,1204
C,7,13,45,770,Regular,173,133.01
B,7,13,39,770,Diesel,61,1204
B,5,4,84,770,Diesel,57,1204
C,5,12,80,770,Diesel,252,1204
E,5,12,38,770,Diesel,4496,3204
F,5,6,37,769,Regular,14200,77.73
C,5,5,50,766,Regular,339,2923.32
B,5,4,63,770,Diesel,57,1204
D,5,8,37,770,Regular,774,2011.69
E,5,3,50,769,Diesel,8455,1204
E,6,12,38,767,Diesel,2415,910.08
A,6,11,60,770,Regular,25,1204
E,7,4,70,770,Regular,2103,59.03
C,7,15,80,752,Regular,196,1204
E,8,8,60,688,Diesel,3274,1204
E,5,6,67,763,Diesel,3744,602
E,4,19,64,755,Regular,3744,1204
D,6,5,82,770,Regular,1182,76.01
D,6,8,56,770,Diesel,649,1434.72
E,5,9,46,758,Diesel,9307,1204
C,5,5,73,770,Regular,414,1204
D,7,8,47,770,Diesel,1219,272.51
C,6,7,52,770,Diesel,330,39.79
C,7,13,39,757,Regular,219,1204
B,10,17,68,770,Diesel,51,1204
E,5,2,39,770,Regular,6705,602
C,5,7,57,770,Regular,399,1204
A,14,11,69,762,Diesel,44,1204
C,6,15,77,770,Diesel,203,1204
B,7,9,59,770,Diesel,51,1204
C,5,12,39,768,Diesel,222,1204
C,5,4,56,762,Regular,109,1204
B,7,17,51,770,Diesel,54,1204
B,5,18,71,758,Diesel,61,1204
C,5,3,57,770,Regular,102,1204
C,5,21,37,757,Diesel,111,1733.2
A,7,4,47,770,Diesel,42,267.73
C,4,12,46,770,Regular,298,200
B,6,13,42,770,Diesel,66,1204
E,9,8,55,770,Regular,3021,1928.89
C,7,4,38,770,Regular,109,61.41
D,9,3,39,770,Diesel,575,10584.92
A,6,17,76,770,Regular,35,1204
F,4,3,54,755,Diesel,10008,1204
A,6,5,48,770,Regular,10,107.18
D,5,9,53,761,Regular,1313,3432.18
D,4,6,43,770,Regular,983,1204
C,4,6,67,762,Regular,125,1204
C,10,7,38,770,Regular,473,602
C,7,9,73,770,Regular,111,1204
C,6,12,52,762,Diesel,337,4919.11
B,6,6,34,749,Diesel,73,200
C,5,5,24,730,Diesel,287,1204
B,4,18,55,770,Regular,79,3204
C,5,8,62,739,Regular,106,1204
B,5,4,58,770,Diesel,50,602
A,5,4,62,770,Diesel,17,2000
A,8,12,60,718,Diesel,30,508.24
C,5,11,55,770,Diesel,155,1204
B,7,10,76,753,Regular,91,1204
C,6,14,34,761,Diesel,101,897
D,5,6,50,770,Diesel,511,1204
D,4,10,49,770,Regular,754,602
C,6,11,41,770,Regular,473,1204
D,4,14,39,770,Regular,657,602
E,7,8,40,766,Regular,4128,802.65
F,5,7,51,760,Regular,27000,1204
B,9,13,33,770,Regular,91,6.52
C,7,15,71,765,Regular,109,329.26
A,6,8,59,770,Diesel,38,500
A,7,8,48,770,Regular,29,1186.24
E,4,21,47,770,Regular,3657,1204
C,8,9,50,770,Diesel,131,1204
E,9,7,37,770,Regular,2733,95.565
E,9,7,37,770,Regular,2733,602
D,6,9,47,770,Diesel,1291,2000
D,8,12,65,748,Diesel,1974,1204
A,5,5,52,770,Diesel,40,1204
D,7,14,38,770,Diesel,522,1204
A,9,17,58,758,Regular,34,1204
D,7,12,56,770,Regular,831,602
C,5,16,61,758,Diesel,405,1204
C,5,16,39,770,Diesel,276,687.55
C,6,12,34,764,Diesel,103,181.2
C,5,5,63,758,Diesel,481,1204
C,5,3,45,758,Regular,220,3204
C,5,6,57,758,Regular,421,1204
A,5,16,43,770,Diesel,43,1204
D,4,7,73,770,Regular,741,2313.81
C,10,14,46,770,Regular,172,412.87
E,4,5,33,770,Regular,4172,200
A,7,5,41,770,Diesel,47,2408
B,7,6,53,770,Regular,71,494.11
C,5,4,37,770,Diesel,111,324.25
B,7,8,45,770,Diesel,59,1204
C,7,16,74,770,Regular,393,1204
C,6,19,50,770,Diesel,405,1204
A,5,15,70,770,Diesel,31,602
B,6,12,41,770,Diesel,79,1686.18
E,6,9,43,770,Regular,3465,2217.5
B,7,8,69,770,Regular,89,1204
A,5,10,55,770,Diesel,46,2166.47
C,5,14,40,770,Regular,440,666.15
D,7,16,31,766,Diesel,563,602
C,7,9,63,770,Diesel,473,1204
E,6,8,44,770,Diesel,4128,1204
C,7,8,39,770,Diesel,349,300
C,6,6,54,770,Diesel,131,800.92
A,6,17,39,770,Diesel,33,491.64
D,9,8,44,770,Regular,634,1228.16
A,7,16,60,770,Regular,21,786.73
C,6,6,48,756,Regular,107,67.84
E,11,12,50,770,Regular,5723,1204
C,6,14,42,742,Regular,154,1204
E,9,16,43,735,Regular,4116,1204
C,7,6,54,758,Diesel,131,1204
C,10,10,50,770,Diesel,146,1204
B,5,5,61,770,Regular,79,201.57
A,7,8,50,770,Diesel,44,202
A,6,11,48,770,Diesel,39,1204
D,5,15,55,770,Regular,796,2815.01
C,9,17,40,770,Regular,270,1357.09
C,4,3,57,770,Regular,175,1204
D,5,4,70,754,Diesel,884,1204
B,6,8,48,737,Diesel,99,841.53
D,10,9,48,770,Regular,1658,349.19
F,4,10,35,770,Regular,12374,1204
D,4,3,63,770,Regular,634,5000
B,4,9,30,748,Regular,84,1204
A,6,7,46,770,Diesel,15,89.2
A,6,11,64,756,Diesel,27,1204
E,6,3,40,770,Diesel,3386,734.15
B,4,13,57,770,Regular,50,753.81
C,9,7,53,770,Regular,176,1204
C,7,6,65,770,Regular,473,666.27
A,5,9,83,770,Regular,26,1204
A,6,12,52,770,Diesel,26,1204
D,6,11,82,770,Regular,1521,1204
C,7,9,48,770,Diesel,203,1204
B,7,9,45,770,Regular,94,1204
A,7,16,53,770,Diesel,29,1204
A,7,8,43,770,Diesel,27,1204
D,9,5,78,770,Regular,614,1360.46
A,5,9,33,758,Diesel,21,2226.69
C,5,5,47,695,Regular,197,112.34
C,6,11,42,770,Diesel,186,439.16
A,6,13,46,761,Diesel,11,1204
C,9,10,36,770,Regular,155,1204
A,9,15,72,770,Regular,28,1204
A,5,17,39,770,Regular,27,1204
C,6,7,52,770,Diesel,384,1204
A,4,14,47,770,Regular,37,1204
B,6,8,38,770,Diesel,74,371.25
A,6,16,54,752,Diesel,12,78.7
A,6,9,47,758,Diesel,12,1204
B,4,13,35,763,Regular,86,1204
E,5,7,39,770,Diesel,9096,80.33
C,7,4,70,770,Diesel,133,2000
D,5,17,55,770,Regular,1313,1204
B,6,19,67,770,Diesel,94,1204
C,6,12,66,770,Diesel,149,1204
A,7,7,48,740,Diesel,29,1408.42
D,7,9,56,770,Diesel,1054,4335.66
C,7,21,71,770,Diesel,163,1204
C,4,17,51,770,Regular,164,1204
A,6,4,49,770,Diesel,12,1757.04
E,7,8,48,753,Regular,2472,1204
D,6,11,46,770,Diesel,1192,1204
A,6,5,53,770,Diesel,26,1204
C,4,12,87,740,Regular,106,1204
C,4,19,77,770,Regular,226,490.07
C,4,8,46,770,Regular,282,1000
E,6,14,36,756,Diesel,5449,1204
E,15,15,61,770,Diesel,8455,1204
C,7,6,58,759,Regular,295,1204
E,7,15,35,770,Diesel,6336,80
C,7,10,54,770,Diesel,165,1204
D,6,16,34,749,Regular,881,1204
D,7,13,51,770,Diesel,1228,455.02
B,8,17,55,770,Diesel,93,299.18
C,6,8,47,770,Diesel,166,1204
D,4,11,70,765,Regular,568,1204
C,6,4,45,770,Diesel,155,194.84
B,5,13,66,770,Diesel,97,1204
A,7,1,71,758,Diesel,35,875.12
F,11,10,41,762,Regular,27000,250
F,11,10,41,762,Regular,27000,602
D,6,13,46,749,Diesel,1313,1204
A,7,13,53,748,Diesel,31,1204
F,5,15,74,770,Diesel,16291,1204
E,10,12,56,752,Regular,4128,985
D,4,7,39,755,Regular,1329,2124.38
A,7,7,53,723,Regular,40,1204
C,5,7,41,770,Diesel,245,692.9
B,5,11,53,770,Diesel,51,602
C,4,10,42,758,Regular,263,1204
A,8,3,53,770,Diesel,48,150.07
C,7,4,35,748,Regular,374,1204
D,5,5,60,770,Regular,1329,1204
D,7,5,49,770,Regular,1193,1204
D,6,13,42,770,Diesel,609,4885
B,6,6,56,770,Diesel,58,1204
C,12,15,46,758,Diesel,152,1204
A,4,15,77,765,Regular,27,1204
C,7,8,44,770,Regular,111,2873.18
D,8,6,64,770,Diesel,1284,1204
C,4,7,31,730,Regular,270,1204
E,6,12,51,770,Diesel,5449,251.34
D,7,12,33,732,Diesel,1732,602
D,7,12,33,732,Diesel,1732,1754.25
E,9,4,56,758,Regular,3997,1204
B,6,10,32,763,Diesel,82,152.45
D,5,4,58,758,Diesel,821,9573.59
D,6,18,60,749,Regular,1732,13.3
B,7,12,42,758,Diesel,50,1204
D,4,4,50,758,Regular,983,1204
D,5,6,57,770,Regular,1313,1586.24
A,7,16,66,770,Diesel,17,1204
D,11,15,61,753,Regular,657,442
A,9,5,51,770,Diesel,13,1005.36
C,5,4,53,739,Diesel,473,4685.71
C,5,8,44,770,Diesel,421,134.02
C,8,8,44,754,Diesel,421,1204
A,10,14,51,770,Diesel,13,1204
D,10,5,45,770,Regular,517,1204
A,7,14,70,770,Diesel,31,1204
A,5,8,48,768,Regular,34,616.47
A,6,7,34,758,Diesel,24,1204
C,6,4,54,770,Regular,128,1204
A,8,20,54,753,Diesel,27,1204
C,7,12,40,753,Diesel,149,982.26
C,10,7,50,770,Diesel,399,1204
C,6,15,52,770,Diesel,405,1204
C,7,11,54,770,Regular,203,277.07
A,6,6,44,758,Diesel,10,9742
E,4,8,51,770,Regular,3386,311.12
A,6,8,62,770,Diesel,11,248.51
A,5,17,80,770,Regular,30,1204
E,4,6,68,770,Regular,9307,411.265
E,4,6,68,770,Regular,9307,602
C,5,13,33,770,Diesel,165,200
F,11,11,45,758,Regular,27000,3204
E,7,12,36,758,Regular,3852,103.67
D,9,17,63,770,Regular,1231,1452.11
E,7,11,45,758,Regular,5449,1204
D,7,3,69,770,Diesel,741,1204
C,5,12,63,770,Diesel,222,611.98
C,5,9,43,770,Regular,473,500
A,4,15,27,770,Regular,19,136.24
A,6,11,47,770,Diesel,39,380
A,4,9,36,756,Regular,14,1204
C,5,5,48,770,Regular,165,1204
C,7,10,58,705,Diesel,461,3204
B,6,15,57,758,Regular,99,1204
B,6,2,84,736,Regular,62,144.12
C,10,31,23,730,Regular,214,1204
A,7,5,70,770,Diesel,43,1204
B,7,8,48,770,Diesel,79,1204
D,6,9,24,744,Regular,1489,1204
D,9,0,31,753,Regular,1974,787.23
D,5,5,23,725,Regular,741,1204
D,4,20,33,720,Diesel,1175,1204
D,5,14,45,764,Diesel,741,1204
C,6,1,50,766,Diesel,436,383.13
E,7,17,26,720,Regular,4116,1204
E,9,2,55,756,Regular,4116,55.85
E,4,16,44,770,Regular,2715,1204
E,6,15,44,770,Regular,2715,8981
E,6,14,28,720,Regular,2044,45.09
E,6,14,28,720,Regular,2044,602
E,7,4,24,702,Regular,4116,2233.42
E,4,15,24,720,Regular,4116,6500
D,13,0,40,770,Diesel,1943,1204
E,4,7,61,762,Regular,2715,1204
E,7,14,55,758,Regular,4128,1204
C,4,13,40,695,Regular,380,1204
A,6,5,52,770,Diesel,43,1204
A,7,6,40,770,Regular,37,3060.26
D,7,5,21,725,Regular,1629,885.4
D,6,15,32,769,Diesel,583,1204
C,9,12,22,730,Regular,215,1204
E,7,7,48,770,Regular,3744,3867.62
D,5,0,46,770,Diesel,566,1204
E,4,11,45,770,Regular,3744,65.35
E,4,11,45,770,Regular,3744,153.61
B,6,17,32,760,Regular,63,927.47
C,6,8,45,770,Diesel,295,1204
C,10,4,28,760,Regular,145,1307.64
C,7,9,40,770,Regular,358,1231.75
C,7,8,31,735,Diesel,399,1204
C,5,6,19,720,Diesel,111,1793.09
B,4,8,21,720,Regular,52,1204
C,6,2,20,725,Diesel,124,602
C,6,2,20,725,Diesel,124,421.37
C,7,0,78,770,Regular,137,1204
D,10,0,61,770,Regular,1526,1204
E,7,11,28,744,Diesel,5831,1452.33
E,9,12,47,760,Regular,2586,1854.27
D,12,3,47,770,Diesel,606,806.27
E,4,22,32,720,Regular,9307,1204
E,7,8,24,720,Regular,8549,1210.99
D,5,5,48,770,Diesel,889,1204
B,4,19,41,752,Regular,60,1053.43
B,9,5,23,748,Diesel,97,1204
A,5,15,34,770,Diesel,21,1204
C,8,8,29,735,Diesel,280,967.67
C,4,14,68,770,Regular,240,1204
D,4,2,19,702,Regular,593,7894.25
B,5,17,25,708,Diesel,72,410.29
F,11,10,23,720,Regular,10156,2953.74
E,5,8,20,695,Diesel,3434,1204
C,7,9,19,720,Diesel,126,494.43
C,9,14,20,695,Regular,194,1204
F,9,6,40,744,Diesel,27000,602
F,9,6,40,744,Diesel,27000,602
B,6,10,20,695,Diesel,81,1204
E,4,2,39,720,Diesel,3317,110.95
E,4,2,39,720,Diesel,3317,801
D,10,10,24,720,Regular,1753,444.725
D,10,10,24,720,Regular,1753,602
D,7,19,21,695,Regular,1326,1204
E,6,6,36,720,Regular,3317,623.26
E,6,10,27,720,Diesel,3317,128.69
E,6,10,27,720,Diesel,3317,57.54
D,9,12,22,725,Regular,1228,2666.06
E,8,3,23,720,Regular,9422,1204
B,5,7,23,740,Diesel,79,1204
C,6,19,22,720,Regular,101,1204
C,6,5,25,720,Diesel,343,1138.15
B,10,6,27,730,Regular,57,602
B,8,4,35,756,Diesel,57,175.94
B,6,10,56,770,Diesel,57,1204
B,6,10,56,758,Diesel,57,1204
E,10,1,41,758,Diesel,4427,1204
C,10,3,56,770,Diesel,142,1204
C,7,0,57,708,Diesel,232,1204
A,5,1,43,770,Diesel,27,82.52
E,7,14,29,695,Diesel,2767,1404
F,5,9,59,748,Regular,27000,755.72
E,10,2,42,770,Diesel,4116,1204
E,6,11,47,740,Diesel,4116,1204
E,6,7,34,757,Diesel,4116,1204
B,6,10,43,735,Diesel,79,1204
E,5,15,26,720,Diesel,4116,1204
C,6,11,38,740,Diesel,137,602
C,6,11,38,740,Diesel,137,20.845
C,10,6,40,770,Diesel,105,1204
E,10,8,54,770,Diesel,2951,1204
C,7,20,53,770,Regular,105,442.68
C,6,11,18,720,Regular,102,1204
D,7,14,37,763,Regular,741,1204
C,5,11,23,744,Diesel,133,1204
E,7,12,31,720,Regular,3688,1204
C,7,12,18,720,Regular,366,1204
D,6,1,48,770,Regular,854,1204
E,7,8,23,720,Regular,3688,1204
C,5,7,51,770,Diesel,135,1204
F,5,0,58,770,Diesel,27000,1375.44
C,5,4,70,770,Regular,214,1204
A,4,0,47,770,Regular,41,1204
D,6,14,50,664,Regular,1199,602
D,6,14,50,664,Regular,1199,602
E,7,13,53,770,Regular,4128,1204
C,8,0,61,770,Diesel,197,419.33
B,6,12,45,720,Regular,88,1204
C,7,16,46,770,Regular,115,1204
C,5,0,49,770,Regular,354,1204
D,6,12,31,735,Diesel,1882,1204
C,7,12,42,770,Regular,118,11602
C,5,12,32,752,Diesel,321,1204
D,4,9,23,730,Regular,1054,602
D,4,9,23,730,Regular,1054,602
B,7,16,21,720,Regular,78,1204
A,12,0,62,766,Regular,37,1204
D,6,11,24,720,Diesel,1054,1204
C,10,11,39,762,Diesel,111,152.45
C,8,13,40,734,Diesel,111,3204
C,7,6,52,770,Regular,175,1204
D,5,10,46,695,Regular,1576,1204
C,10,9,42,770,Regular,102,1204
A,6,14,20,720,Diesel,37,80.13
A,7,0,49,770,Diesel,45,2000
B,4,14,19,725,Regular,91,1204
C,4,0,28,748,Diesel,109,80.5
C,4,13,19,695,Regular,405,1204
A,5,2,57,758,Diesel,31,1204
E,7,5,37,740,Regular,9307,1699.63
C,9,0,38,760,Regular,136,1204
D,7,5,19,720,Regular,650,1318.82
E,7,8,19,720,Regular,8455,1204
C,7,14,40,760,Regular,467,1204
E,7,15,42,753,Diesel,4116,1204
E,7,7,39,735,Diesel,2044,1204
E,10,1,26,757,Regular,4116,1391.45
C,8,10,35,770,Diesel,176,1204
E,4,21,43,708,Regular,2620,1204
A,5,7,69,770,Diesel,25,1204
C,5,6,28,740,Diesel,213,445.17
A,5,1,29,770,Diesel,10,1204
C,6,2,39,770,Diesel,349,1204
D,4,3,26,720,Diesel,1296,1204
A,5,3,72,755,Regular,9,925.09
C,6,9,75,770,Regular,473,1572.01
E,4,13,40,757,Regular,5449,602
D,5,9,62,770,Diesel,798,3095
C,5,6,57,770,Regular,226,1204
E,7,12,56,770,Diesel,3386,1204
C,6,3,57,770,Regular,208,1417.95
D,4,6,55,770,Regular,657,285.38
A,10,16,46,770,Regular,42,3204
E,5,16,62,754,Regular,8549,1204
C,8,19,52,750,Diesel,405,3204
A,6,14,43,770,Diesel,31,1522.76
B,10,7,35,769,Diesel,91,743.56
B,8,4,41,770,Diesel,91,1204
E,7,8,47,708,Regular,3021,602
C,4,12,51,742,Regular,238,1204
A,6,5,42,769,Diesel,30,82.52
D,7,9,53,770,Diesel,713,133.42
C,5,3,42,770,Diesel,174,1204
C,5,6,45,770,Regular,473,1204
C,9,12,52,770,Regular,473,1204
C,7,11,61,770,Diesel,137,1204
C,4,8,37,770,Regular,222,586.24
A,7,10,35,770,Regular,41,1200.15
E,6,11,54,758,Diesel,4128,1204
B,4,14,49,770,Regular,94,1204
D,6,14,51,770,Diesel,1313,3204
C,14,3,54,770,Regular,280,668.27
E,5,9,27,735,Regular,3301,1204
A,7,3,58,770,Diesel,31,1204
D,6,14,59,770,Diesel,634,89.16
A,6,16,41,770,Diesel,29,1204
E,6,20,64,754,Diesel,3564,48
E,6,20,64,754,Diesel,3564,602
A,7,11,40,769,Regular,40,2778.15
C,5,4,36,758,Diesel,405,581.49
B,7,8,60,753,Diesel,54,1204
A,7,15,42,770,Regular,19,1204
C,4,14,73,770,Regular,182,1204
A,6,9,76,770,Diesel,10,1204
E,7,8,44,770,Regular,2131,1449.53
A,4,9,76,770,Regular,11,2481.66
C,8,14,50,770,Diesel,484,1204
B,12,4,50,770,Diesel,68,1562.27
A,9,4,39,755,Regular,34,5363.13
A,10,17,48,735,Diesel,12,1204
C,5,9,60,753,Diesel,461,1704
E,6,8,81,765,Diesel,2103,1204
E,9,12,53,770,Diesel,4436,4339.97
A,7,17,73,770,Regular,32,407.44
C,4,14,53,768,Regular,136,392.77
D,7,18,40,758,Regular,1974,1204
A,6,3,64,770,Regular,38,301
A,6,3,64,770,Regular,38,602
C,6,8,47,770,Diesel,473,638.41
D,6,8,54,770,Diesel,526,1204
C,6,12,46,770,Regular,238,40.98
F,10,12,54,770,Regular,27000,1176
B,6,8,40,770,Diesel,58,1204
C,4,7,42,763,Regular,359,84.33
A,10,7,62,770,Diesel,44,849.98
B,5,12,33,754,Diesel,59,602
D,9,11,51,770,Regular,1027,1204
D,11,11,53,770,Regular,1385,2704
B,9,2,54,770,Diesel,62,1204
A,7,7,40,740,Diesel,40,3204
C,8,13,36,758,Regular,198,1300
C,6,3,37,763,Diesel,252,1258.75
E,4,10,89,758,Regular,2620,401.3333
E,4,10,89,758,Regular,2620,401.3333
E,4,10,89,758,Regular,2620,401.3333
D,5,14,52,770,Regular,747,46.06
D,4,6,51,770,Regular,602,4699.46
E,11,16,85,770,Regular,3258,1204
E,5,3,56,770,Regular,3857,181.04
E,5,3,56,770,Regular,3857,5000
E,4,9,44,770,Regular,4348,1204
C,7,4,47,770,Diesel,160,1204
A,6,9,34,769,Diesel,47,602
D,7,14,52,770,Diesel,568,718.9
C,4,5,51,770,Diesel,132,250.495
C,4,5,51,770,Diesel,132,1618.03
D,5,4,42,770,Diesel,1313,1204
C,7,4,42,770,Diesel,174,1204
C,4,4,25,730,Regular,118,338.11
A,7,11,53,770,Regular,3,500
D,4,5,61,752,Regular,1313,1500
C,8,4,55,766,Diesel,347,189.01
F,7,5,38,724,Regular,27000,1204
E,7,5,45,770,Regular,8455,3204
E,4,20,55,770,Regular,4128,602
E,4,20,55,770,Regular,4128,233.45
C,5,8,54,730,Diesel,165,1204
A,6,11,49,770,Diesel,49,1204
B,4,7,51,770,Regular,93,1204
E,15,17,43,770,Regular,3386,1204
C,6,8,52,768,Regular,243,2046.15
D,7,4,50,714,Diesel,1313,1204
D,6,4,43,770,Diesel,1217,500
E,6,2,35,770,Regular,2484,1204
A,12,4,53,770,Diesel,15,156.82
C,5,1,76,770,Regular,214,1204
D,10,8,33,758,Regular,1313,1204
E,6,8,61,770,Diesel,3386,7777
E,9,16,52,762,Regular,6689,1204
E,6,16,45,744,Diesel,2740,1204
B,6,8,52,770,Diesel,60,1204
D,6,10,32,720,Diesel,634,171.25
E,7,8,31,756,Regular,4128,1204
C,5,7,52,770,Regular,235,64.16
A,4,8,34,764,Regular,34,602
C,5,10,50,758,Regular,122,1204
D,7,8,77,770,Regular,1601,612
E,4,9,29,720,Diesel,7590,1204
C,5,11,50,763,Diesel,131,97.06
D,9,5,59,762,Regular,1313,1204
C,7,12,61,695,Regular,405,1204
D,6,12,51,770,Diesel,1228,1204
D,9,2,39,743,Diesel,1704,1204
D,4,9,45,770,Regular,578,1204
C,8,3,47,770,Diesel,298,173.3
B,8,2,37,753,Diesel,72,1204
D,6,12,49,770,Regular,1313,1204
D,5,2,80,762,Regular,614,496.7
B,6,12,55,758,Regular,91,338.84
B,6,14,21,702,Diesel,90,1204
D,4,2,49,770,Diesel,886,602
A,6,19,24,725,Regular,14,1204
A,10,11,78,762,Diesel,24,1204
A,5,7,40,770,Diesel,12,507.08
C,4,16,25,740,Regular,137,602
A,7,16,51,764,Diesel,44,970.98
D,5,2,47,770,Diesel,1326,1204
E,7,7,47,770,Regular,3374,200
A,8,1,41,760,Diesel,15,1204
F,10,16,42,756,Diesel,18229,1204
D,4,1,69,758,Regular,517,1204
B,8,3,37,770,Diesel,72,1204
B,5,13,47,744,Regular,76,1204
D,11,1,54,765,Diesel,568,1204
C,5,2,62,758,Regular,286,2062
B,7,1,37,770,Diesel,58,392.89
F,6,13,56,725,Regular,27000,1204
B,7,1,40,770,Regular,91,2265.27
E,7,10,21,730,Regular,3963,2085.98
C,5,4,19,725,Diesel,247,5875.41
A,6,12,42,770,Diesel,25,766.85
C,5,1,54,725,Regular,154,1204
