Gender,HP,Credit,Years,Marital,Vehicle,Miles,Family,Accident
M,118,776,36,Married,Van,14960,6,No
F,93,730,10,Married,Car,38185,7,No
M,102,672,18,Married,Van,5197,2,No
M,85,765,19,Married,Van,14974,5,No
M,401,331,3,Single,Utility,24267,6,No
F,160,722,20,Married,Car,8566,8,No
F,556,672,34,Married,Car,12494,2,No
F,434,731,8,Single,Truck,12475,1,No
M,601,629,2,Married,Truck,12916,2,No
F,86,723,18,Married,Car,13094,8,No
F,109,690,17,Married,Car,14519,3,No
M,128,675,35,Married,Utility,13480,7,No
M,352,668,5,Single,Car,12942,7,No
F,151,743,8,Married,Car,14605,7,No
F,137,683,22,Married,Car,23558,2,No
M,90,769,39,Single,Utility,13571,1,No
F,150,796,22,Single,Car,9877,2,No
F,111,704,25,Single,Car,10935,3,No
M,128,754,26,Married,Van,8262,7,No
M,148,735,12,Married,Van,6371,2,No
F,242,627,8,Single,Van,12853,5,No
F,135,681,15,Married,Car,10557,3,No
M,94,797,9,Married,Truck,11241,4,No
F,146,703,15,Married,Car,5978,3,No
F,441,667,6,Single,Utility,14720,8,No
F,385,482,6,Single,Truck,11421,2,No
F,88,702,33,Married,Truck,11187,5,No
F,103,749,21,Married,Car,10587,2,No
M,554,684,39,Married,Van,6483,4,No
M,408,614,3,Married,Car,14776,2,No
F,406,429,8,Single,Truck,14159,8,No
F,127,690,23,Married,Car,8086,6,No
F,252,703,6,Single,Truck,13261,5,No
F,149,775,13,Married,Truck,6733,4,No
M,434,601,1,Married,Truck,6925,3,No
F,112,678,15,Married,Truck,12049,8,No
F,121,755,38,Married,Car,7468,4,No
F,126,685,35,Single,Car,7484,2,No
M,114,698,37,Married,Van,11573,3,No
M,120,774,21,Single,Utility,10604,8,No
F,496,621,8,Single,Truck,18966,7,No
F,527,721,1,Married,Car,16135,7,No
F,150,737,16,Married,Car,10172,1,No
F,320,673,6,Single,Utility,10593,4,No
M,167,603,5,Married,Truck,11192,6,No
F,522,656,1,Married,Car,14749,5,No
M,200,351,5,Married,Truck,13057,3,No
M,387,606,4,Married,Car,24449,3,No
M,169,715,4,Single,Car,11323,3,No
F,90,687,23,Married,Car,8684,2,No
F,123,685,17,Married,Car,13960,1,No
M,153,742,7,Married,Van,9523,6,No
F,143,696,9,Married,Car,55661,8,No
F,353,622,5,Single,Truck,10593,5,No
M,148,695,17,Married,Van,6588,3,No
M,220,531,5,Single,Utility,19305,8,No
F,160,684,5,Married,Truck,89015,8,No
M,86,700,15,Married,Car,11913,3,No
M,95,842,2,Single,Car,11408,1,No
F,280,734,5,Married,Car,81054,6,No
F,183,484,1,Single,Car,41399,8,No
M,147,772,19,Married,Van,9752,5,No
M,209,716,2,Married,Car,24656,2,No
M,152,691,24,Single,Utility,14296,5,No
M,461,587,3,Married,Car,11048,8,No
M,82,761,5,Single,Utility,7362,3,No
F,152,699,23,Married,Car,7417,6,No
F,155,751,10,Married,Car,15333,3,No
M,151,658,5,Single,Car,22447,3,No
M,118,700,10,Married,Van,14072,5,No
F,147,682,2,Married,Truck,10011,4,No
F,87,738,9,Married,Car,61965,4,No
M,86,715,21,Married,Van,11085,8,No
M,156,754,7,Married,Van,13662,3,No
M,146,745,27,Married,Van,10295,5,No
M,84,783,21,Single,Utility,11828,5,No
M,97,792,27,Married,Van,8475,6,No
F,111,785,10,Married,Car,5818,1,No
F,130,774,25,Single,Car,10250,7,No
M,169,621,4,Single,Car,14022,8,No
M,270,739,4,Married,Car,14288,6,No
M,85,683,15,Married,Truck,8997,1,No
F,269,558,2,Married,Car,41353,7,No
F,105,786,7,Married,Truck,18980,7,No
F,165,687,4,Married,Car,49653,1,No
M,80,782,25,Married,Van,6721,8,No
M,144,672,9,Married,Truck,12176,8,No
F,390,723,17,Married,Car,23681,6,No
F,457,674,2,Married,Truck,18246,2,No
M,138,583,2,Single,Car,81964,1,No
F,133,739,14,Married,Car,10081,2,No
M,135,728,12,Married,Van,6627,5,No
M,114,754,20,Married,Van,10884,1,No
M,145,780,5,Married,Truck,13390,8,No
M,306,647,3,Married,Car,11479,2,No
M,146,733,40,Single,Utility,9895,4,No
M,109,777,3,Married,Van,8382,5,No
F,91,697,40,Married,Truck,10037,4,No
M,449,728,2,Married,Car,13748,6,No
F,83,782,14,Married,Car,17562,1,No
M,147,759,24,Single,Utility,13626,2,No
M,343,711,4,Married,Van,48474,2,No
F,155,782,18,Married,Car,18812,5,No
F,668,670,1,Married,Car,23311,2,No
F,494,659,8,Single,Utility,12075,1,No
F,245,677,8,Married,Car,76326,3,No
F,151,779,35,Married,Truck,14730,6,No
M,123,744,3,Single,Utility,6181,3,No
M,83,756,12,Married,Truck,14081,3,No
M,181,737,1,Single,Car,18224,7,No
M,498,628,2,Married,Van,6446,1,No
F,332,728,8,Married,Car,68987,6,No
M,129,792,18,Married,Van,10770,5,No
M,344,323,2,Married,Car,12516,5,No
M,187,687,5,Single,Car,13136,1,No
F,112,672,16,Married,Truck,18242,1,No
F,571,700,16,Married,Car,23951,6,No
M,108,676,26,Married,Utility,12127,8,No
F,115,718,13,Married,Truck,8173,2,No
M,90,722,16,Married,Van,11369,8,No
M,139,771,24,Single,Utility,7135,8,No
M,451,606,2,Single,Utility,10387,2,No
F,155,740,5,Single,Car,11793,7,No
M,92,691,25,Married,Van,10954,6,No
F,405,807,8,Single,Truck,22233,1,No
M,256,618,2,Single,Utility,45329,4,No
M,125,709,19,Single,Utility,8269,5,No
F,92,737,9,Married,Car,49106,8,No
F,91,748,13,Married,Truck,12137,1,No
M,93,737,38,Married,Van,8827,5,No
F,477,625,5,Single,Truck,13151,3,No
M,93,763,14,Married,Truck,11501,3,No
F,89,708,12,Married,Car,81292,2,No
F,449,687,13,Married,Car,21842,7,No
F,106,762,22,Single,Car,7022,3,No
F,108,750,14,Married,Car,20574,5,No
M,280,365,4,Married,Car,11069,6,No
F,151,785,37,Married,Car,7781,7,No
M,287,650,3,Married,Car,14361,3,No
F,127,682,33,Married,Car,6598,8,No
F,373,600,6,Single,Truck,14175,1,No
F,276,502,2,Married,Car,26510,4,No
M,138,708,10,Married,Van,9560,5,No
M,92,677,15,Married,Utility,11943,7,No
F,617,718,36,Married,Car,15391,3,No
M,129,704,15,Married,Van,12481,4,No
M,149,783,12,Married,Truck,10781,8,No
F,528,689,36,Married,Car,22102,7,No
M,124,776,16,Married,Van,7352,6,No
M,115,699,19,Married,Car,6168,8,No
F,426,675,32,Married,Car,9978,4,No
M,445,721,2,Married,Car,12735,8,No
M,115,756,10,Married,Van,8042,5,No
F,110,668,7,Single,Van,19521,8,No
M,89,712,21,Single,Utility,11946,1,No
F,91,701,19,Married,Car,9469,5,No
F,141,768,7,Married,Car,22638,4,No
F,89,559,5,Single,Car,84786,3,No
M,102,684,31,Married,Van,6581,6,No
F,159,778,18,Married,Car,22415,8,No
M,158,678,23,Married,Truck,12076,2,No
F,148,688,10,Married,Car,10627,5,No
M,222,600,1,Married,Car,43542,8,No
M,103,632,4,Single,Car,30146,8,No
F,149,730,10,Single,Car,41260,5,No
F,138,775,35,Married,Truck,9453,7,No
M,304,635,3,Married,Car,12729,8,No
F,84,792,4,Married,Car,19119,5,No
M,92,781,11,Married,Utility,5417,1,No
M,82,780,19,Single,Utility,9171,8,No
M,80,730,33,Married,Van,8758,6,No
M,85,751,21,Married,Van,14141,4,No
F,128,726,27,Married,Car,13736,2,No
M,404,594,3,Married,Car,12122,8,No
M,109,793,19,Single,Utility,8904,6,No
M,300,309,5,Married,Car,18230,8,No
F,406,614,5,Single,Truck,12714,4,No
F,142,773,16,Married,Truck,10067,5,No
F,116,709,27,Married,Truck,14602,7,No
F,138,743,40,Married,Car,14738,5,No
M,650,584,2,Married,Car,5970,3,No
M,117,719,26,Married,Van,6637,1,No
F,128,748,33,Married,Truck,6206,4,No
M,112,781,18,Married,Utility,6814,7,No
M,277,702,1,Single,Utility,15765,2,No
F,167,730,7,Married,Car,33026,2,No
F,357,631,6,Single,Utility,12551,8,No
F,225,663,8,Single,Truck,12091,5,No
F,151,692,24,Married,Car,5478,2,No
F,117,718,20,Married,Car,13338,4,No
F,160,711,12,Married,Car,10010,4,No
M,100,733,3,Married,Utility,59687,4,No
F,104,764,12,Married,Car,24516,8,No
M,102,786,6,Married,Utility,9973,3,No
F,460,651,5,Single,Truck,14816,7,No
F,407,582,5,Single,Truck,12291,4,No
M,136,696,2,Single,Utility,11872,8,No
F,245,599,6,Single,Truck,12623,4,No
F,131,698,5,Single,Truck,14457,1,No
F,111,778,32,Married,Truck,9297,7,No
M,256,652,1,Married,Car,99030,1,No
M,127,689,13,Married,Truck,13292,7,No
M,111,765,24,Married,Van,13633,6,No
F,154,784,28,Married,Car,7710,6,No
F,232,432,6,Single,Truck,13092,3,No
F,150,671,5,Married,Car,6207,6,No
F,110,755,40,Married,Car,14659,6,No
M,464,624,1,Married,Car,65822,5,No
M,115,724,17,Single,Utility,5691,4,No
M,130,698,26,Married,Van,12614,5,No
F,113,765,12,Single,Car,6630,3,No
F,125,707,17,Married,Car,7470,7,No
M,146,788,24,Married,Van,6414,6,No
M,112,795,7,Married,Truck,9307,8,No
M,125,767,15,Married,Truck,5015,3,No
M,489,753,7,Married,Van,10028,2,No
F,128,746,15,Married,Truck,14214,8,No
F,100,784,21,Married,Truck,7390,1,No
F,87,730,17,Married,Car,10391,5,No
F,324,518,2,Married,Truck,39374,6,No
M,147,748,15,Married,Utility,8025,8,No
M,103,691,21,Married,Truck,13355,1,No
F,150,777,24,Single,Car,10109,4,No
F,133,724,14,Married,Car,9879,1,No
M,421,471,1,Married,Car,13950,6,No
M,148,796,15,Married,Utility,14587,6,No
M,155,782,25,Single,Utility,14650,3,No
F,109,778,13,Married,Car,10882,3,No
M,93,671,37,Married,Van,11024,6,No
M,91,694,21,Married,Van,7124,4,No
M,89,500,6,Married,Truck,84474,7,No
F,124,751,5,Married,Car,9600,3,No
M,157,787,28,Married,Truck,5848,5,No
M,223,672,5,Married,Van,56921,4,No
F,149,762,24,Married,Car,24166,1,No
F,164,541,2,Married,Car,40047,6,No
M,159,804,3,Single,Car,24358,7,No
F,113,765,22,Married,Car,12762,5,No
F,130,717,25,Married,Car,7041,5,No
F,176,561,8,Single,Van,13015,7,No
M,399,726,2,Married,Car,11835,3,No
F,144,741,18,Single,Car,11149,2,No
F,140,675,16,Married,Car,10226,1,No
F,94,709,16,Single,Car,9322,5,No
F,105,681,4,Married,Car,9826,6,No
F,93,675,7,Married,Car,8860,4,No
F,121,678,11,Single,Car,9324,8,No
M,111,402,3,Single,Car,11976,3,No
M,205,585,3,Married,Car,12835,6,No
M,153,747,13,Married,Van,11717,1,No
M,142,695,12,Married,Truck,8335,8,No
F,308,656,8,Single,Truck,11532,4,No
M,143,723,3,Single,Car,11607,1,No
M,81,783,17,Married,Utility,5019,6,No
F,130,682,38,Married,Truck,11726,3,No
F,115,698,14,Married,Car,7600,6,No
F,97,717,6,Married,Car,41534,3,No
F,141,714,10,Married,Car,14749,3,No
M,156,752,8,Married,Truck,9412,6,No
M,192,577,2,Married,Van,43674,2,No
F,394,686,37,Married,Car,11696,5,No
M,495,693,31,Married,Utility,8470,2,No
M,135,689,21,Married,Truck,12962,4,No
M,144,670,14,Married,Van,11740,4,No
F,142,696,14,Married,Car,10184,3,No
F,83,762,18,Married,Truck,6387,6,No
M,142,722,28,Married,Utility,5362,5,No
M,112,599,6,Married,Truck,75873,4,No
F,452,686,8,Single,Utility,12271,1,No
M,345,373,5,Married,Car,12518,3,No
F,132,799,22,Married,Car,13554,3,No
M,124,670,5,Married,Van,11579,4,No
M,415,394,5,Single,Car,16657,8,No
M,115,754,22,Married,Van,14441,3,No
M,101,727,16,Married,Truck,5842,2,No
M,442,642,4,Married,Car,12933,4,No
M,139,696,15,Married,Truck,12323,5,No
M,86,777,33,Married,Utility,12879,5,No
M,113,778,20,Married,Van,14431,2,No
F,215,708,7,Single,Car,78640,2,No
M,82,762,19,Married,Van,11043,6,No
F,416,634,5,Single,Truck,13470,6,No
M,97,797,37,Married,Van,5022,8,No
F,183,400,8,Single,Truck,14189,5,No
F,118,722,28,Married,Car,5943,5,No
M,125,785,16,Married,Van,8395,2,No
F,672,690,9,Married,Truck,15299,6,No
F,82,726,37,Married,Car,7877,4,No
M,102,638,4,Single,Car,95463,1,No
F,91,731,25,Married,Car,7427,3,No
M,200,602,4,Married,Car,13764,1,No
M,152,672,9,Married,Van,14530,3,No
F,130,674,6,Married,Car,5679,6,No
F,655,718,39,Married,Truck,10109,7,No
F,134,704,19,Married,Car,8317,8,No
F,81,699,35,Married,Car,8140,7,No
M,136,710,9,Married,Van,88815,8,No
F,316,700,5,Married,Truck,63417,4,No
F,112,671,16,Married,Truck,6258,8,No
F,616,723,37,Married,Car,14989,1,No
F,103,678,40,Married,Car,11289,4,No
M,111,704,18,Married,Van,14499,7,No
F,275,681,6,Single,Truck,10745,8,No
M,426,715,3,Married,Car,14103,2,No
M,84,775,39,Married,Truck,6548,5,No
F,117,726,39,Single,Car,8133,2,No
M,105,746,10,Married,Van,14924,4,No
M,234,687,7,Married,Van,69090,6,No
F,291,523,1,Single,Car,25894,2,No
M,104,670,20,Married,Truck,7362,6,No
M,106,751,14,Married,Truck,13038,5,No
F,213,689,5,Single,Truck,10395,5,No
F,145,696,31,Married,Car,12076,3,No
M,112,406,1,Single,Car,12710,3,No
F,128,703,5,Married,Truck,90694,5,No
F,88,797,6,Married,Truck,24023,7,No
M,131,776,38,Married,Van,5059,1,No
F,155,750,16,Married,Truck,7697,8,No
F,398,672,7,Single,Truck,14478,1,No
F,110,736,22,Single,Car,9614,6,No
F,632,671,39,Single,Car,9756,7,No
M,284,373,5,Married,Car,15098,4,No
F,143,766,8,Married,Truck,14115,3,No
M,103,770,10,Married,Truck,6163,1,No
M,109,796,10,Married,Van,5671,7,No
M,194,617,3,Single,Car,11219,3,No
F,233,712,7,Married,Car,60034,4,No
M,114,798,11,Single,Utility,6723,8,No
M,157,848,15,Single,Utility,8974,3,No
F,254,633,6,Single,Truck,10103,6,No
F,126,706,34,Married,Truck,12708,6,No
M,118,704,14,Married,Truck,10509,5,No
F,94,702,13,Married,Truck,6287,2,No
F,121,730,16,Married,Truck,13803,3,No
M,151,706,22,Single,Utility,10327,5,No
F,127,671,19,Married,Truck,13008,8,No
F,552,672,10,Married,Car,21883,6,No
M,93,783,22,Married,Van,6843,1,No
M,88,757,20,Single,Utility,13853,7,No
M,125,776,25,Married,Van,6189,8,No
M,177,692,4,Single,Car,11662,1,No
F,593,702,17,Married,Truck,24579,5,No
F,89,671,7,Married,Car,20568,5,No
M,81,736,31,Married,Van,12132,7,No
M,147,740,24,Married,Van,14954,3,No
M,92,798,25,Married,Utility,14439,3,No
M,485,772,6,Married,Truck,12879,6,No
F,108,710,10,Married,Truck,54117,6,No
M,160,735,16,Married,Van,10350,7,No
F,381,658,1,Married,Car,5532,6,No
F,341,607,5,Single,Truck,14358,2,No
M,80,725,32,Married,Van,11691,8,No
M,323,706,3,Married,Truck,41958,1,No
M,489,677,5,Married,Car,13412,7,No
M,93,672,36,Single,Utility,8279,3,No
F,116,681,18,Married,Car,12257,6,No
F,88,762,20,Married,Truck,14537,7,No
F,113,706,19,Single,Car,8078,1,No
M,287,606,3,Married,Car,10472,2,No
F,224,704,29,Married,Car,8517,2,No
M,106,687,19,Married,Van,14378,3,No
F,140,780,6,Married,Car,23915,4,No
F,97,671,24,Married,Car,13611,7,No
F,481,730,5,Single,Van,11270,4,No
F,630,774,7,Married,Car,13151,1,No
M,134,764,18,Married,Utility,14034,7,No
M,132,777,13,Married,Truck,5281,5,No
F,113,771,13,Married,Truck,8878,2,No
M,551,622,5,Married,Van,5100,6,No
M,365,843,3,Married,Car,20488,2,No
M,142,705,18,Married,Van,12375,3,No
M,125,670,36,Married,Van,11210,2,No
F,146,690,16,Married,Car,6600,7,No
M,152,795,30,Married,Van,13444,6,No
M,81,671,32,Married,Van,8302,8,No
F,103,799,10,Married,Car,17891,4,No
M,116,682,20,Married,Van,10976,7,No
F,102,765,17,Married,Truck,14700,8,No
F,297,723,7,Married,Truck,77304,3,No
F,416,588,8,Single,Van,12604,2,No
M,146,773,3,Single,Utility,5197,3,No
F,95,675,19,Married,Car,10804,5,No
F,273,693,8,Married,Truck,29702,1,No
M,117,699,3,Single,Car,10769,2,No
M,86,748,34,Married,Truck,13329,6,No
M,96,590,4,Single,Car,21262,4,No
M,120,788,16,Married,Truck,11757,2,No
M,194,634,2,Single,Car,45787,8,No
F,160,703,17,Single,Car,9228,4,No
M,126,831,7,Single,Utility,9858,4,No
F,165,726,7,Single,Van,14811,5,No
M,102,771,27,Married,Utility,5413,1,No
M,146,812,10,Single,Utility,5433,1,No
M,353,604,3,Married,Car,21927,7,No
M,126,723,18,Married,Truck,13502,3,No
M,144,730,12,Single,Utility,13511,6,No
M,188,621,5,Single,Car,14478,2,No
M,102,681,19,Married,Van,11934,3,No
M,85,674,26,Married,Utility,9568,8,No
F,141,714,12,Married,Car,13979,3,No
F,143,796,23,Married,Car,14612,4,No
F,368,589,5,Single,Truck,10834,7,No
M,298,850,2,Single,Utility,10950,4,No
M,134,833,2,Single,Car,13102,1,No
F,132,696,28,Married,Car,12802,2,No
F,599,783,7,Married,Truck,13356,6,No
M,470,704,5,Single,Car,14429,1,No
M,136,794,3,Married,Utility,9531,3,No
F,153,717,26,Married,Car,11244,7,No
F,381,685,8,Single,Truck,12289,2,No
M,119,840,2,Single,Utility,8189,8,No
F,105,716,19,Married,Truck,7621,5,No
M,174,639,8,Married,Truck,11330,5,No
F,530,724,29,Married,Car,21087,2,No
F,154,741,16,Married,Car,5837,5,No
M,143,680,15,Single,Utility,10961,8,No
F,290,565,1,Married,Car,42531,4,No
F,133,772,13,Married,Car,5230,4,No
F,131,684,21,Married,Car,13487,3,No
M,339,495,4,Married,Car,11518,5,No
F,134,735,16,Married,Car,5095,1,No
M,141,673,6,Married,Truck,10740,5,No
F,148,686,3,Married,Truck,62032,7,No
M,294,530,1,Married,Truck,28395,5,No
M,141,740,15,Married,Van,10951,8,No
F,131,780,7,Married,Car,5529,3,No
F,154,715,7,Married,Car,27519,8,No
M,128,733,27,Married,Van,5549,6,No
M,149,750,9,Married,Van,12132,3,No
F,156,789,2,Married,Car,24247,3,No
M,142,777,29,Married,Van,6323,1,No
M,151,733,16,Married,Truck,9131,6,No
M,104,764,13,Married,Van,12694,1,No
M,109,835,23,Single,Utility,12145,1,No
F,147,754,16,Married,Truck,13754,5,No
F,130,748,15,Married,Car,10668,2,No
M,300,672,7,Married,Utility,68656,8,No
F,315,678,8,Single,Truck,10365,8,No
F,145,690,7,Married,Car,9077,1,No
F,154,674,25,Married,Car,5924,2,No
M,158,789,21,Single,Utility,12804,5,No
F,143,797,31,Married,Truck,19899,5,No
M,145,750,6,Married,Van,13041,4,No
M,134,736,16,Married,Van,14529,4,No
M,94,743,20,Married,Van,8054,5,No
F,124,737,17,Married,Truck,8116,5,No
F,340,526,6,Single,Truck,11718,2,No
M,567,705,33,Married,Utility,9449,3,No
M,145,674,21,Married,Van,5391,5,No
F,135,730,22,Married,Car,7977,8,No
F,154,798,18,Married,Car,13099,7,No
M,88,741,22,Married,Van,14787,2,No
M,491,596,4,Married,Car,10299,7,No
F,93,681,16,Married,Car,10178,8,No
M,301,541,1,Married,Van,40637,2,No
M,154,769,19,Single,Utility,8878,1,No
M,100,690,5,Married,Utility,82070,2,No
M,154,789,16,Married,Truck,7813,2,No
M,160,680,17,Married,Truck,9050,7,No
M,109,682,16,Married,Truck,10003,2,No
F,97,676,1,Married,Car,10800,2,No
M,398,572,4,Married,Car,13356,3,No
M,101,798,18,Married,Truck,7048,5,No
F,398,738,5,Single,Truck,13571,5,No
F,124,774,19,Married,Car,7773,2,No
F,424,342,5,Single,Truck,12022,5,No
F,92,678,19,Married,Car,13045,1,No
F,390,737,36,Married,Car,21820,3,No
M,137,741,23,Single,Utility,9750,1,No
F,329,653,6,Single,Truck,13075,1,No
M,101,692,23,Married,Truck,13289,4,No
F,152,728,12,Married,Car,10442,1,No
M,136,698,12,Single,Utility,8984,3,No
F,149,690,38,Married,Car,18668,3,No
M,81,717,19,Married,Utility,8024,5,No
M,176,627,5,Single,Car,12670,8,No
M,119,764,11,Married,Utility,14585,7,No
M,189,801,2,Single,Car,12071,8,No
F,139,685,8,Married,Car,5984,3,No
F,150,796,22,Married,Car,5273,8,No
F,110,754,24,Married,Car,17434,6,No
M,143,740,10,Married,Van,11147,3,No
F,99,728,24,Married,Car,7035,1,No
F,340,547,1,Married,Car,83276,5,No
F,103,681,17,Married,Car,14699,3,No
F,155,690,3,Married,Car,15498,6,No
F,111,784,21,Married,Car,20076,3,No
M,132,793,20,Married,Van,8975,4,No
F,108,734,24,Married,Car,14231,3,No
F,88,750,14,Married,Car,24969,8,No
F,105,775,12,Married,Car,8012,2,No
F,137,781,19,Married,Truck,12813,7,No
F,93,758,21,Married,Car,7314,6,No
M,115,694,36,Single,Utility,9784,5,No
M,125,730,7,Married,Truck,12474,2,No
M,138,673,20,Married,Van,14017,4,No
M,104,671,32,Married,Van,11229,5,No
F,106,798,8,Single,Car,12930,6,No
M,133,713,5,Single,Car,13556,4,No
M,454,682,3,Married,Car,10070,2,No
M,96,708,35,Married,Van,8938,4,No
M,97,576,1,Married,Van,59344,8,No
F,114,721,7,Single,Van,14603,5,No
M,152,729,21,Single,Utility,11054,1,No
M,107,787,22,Married,Truck,12056,4,No
M,274,823,3,Married,Car,23766,5,No
M,182,713,4,Single,Car,12418,2,No
F,126,746,34,Married,Car,7245,2,No
F,462,371,6,Single,Truck,11446,6,No
M,131,686,9,Married,Van,72421,4,No
F,81,742,20,Married,Car,15006,5,No
F,108,681,13,Married,Car,6084,3,No
F,98,763,18,Single,Car,5531,3,No
F,338,537,1,Married,Car,83280,3,No
M,112,772,5,Single,Utility,9734,4,No
M,151,773,5,Married,Van,13062,7,No
M,84,783,15,Married,Truck,14914,8,No
M,150,688,23,Single,Utility,12613,8,No
M,156,724,20,Married,Van,5908,1,No
M,301,501,1,Married,Truck,41270,3,No
F,147,792,6,Married,Car,13679,2,No
M,92,795,20,Single,Utility,12040,3,No
F,113,712,21,Married,Car,7269,1,No
F,123,681,23,Married,Car,5807,8,No
F,493,595,6,Single,Truck,12614,3,No
M,96,698,17,Married,Van,10010,2,No
F,96,741,38,Married,Truck,8658,1,No
F,96,701,26,Married,Car,10557,3,No
F,126,758,34,Married,Car,21561,2,No
M,139,764,37,Married,Truck,6072,2,No
F,110,755,15,Married,Car,5058,6,No
F,112,751,18,Single,Car,12781,3,No
F,116,738,15,Married,Truck,11294,2,No
F,86,779,13,Married,Truck,7434,1,No
F,612,793,3,Married,Car,14068,3,No
F,122,365,7,Single,Van,13668,3,No
M,143,713,5,Single,Car,14791,6,No
M,158,720,26,Married,Van,11122,8,No
F,557,712,1,Married,Car,15820,7,No
F,114,772,35,Married,Truck,13666,3,No
F,94,673,10,Married,Car,32560,5,No
M,447,654,3,Married,Van,13139,7,No
M,81,698,20,Married,Van,8970,2,No
M,84,790,24,Single,Utility,14815,5,No
M,120,782,16,Single,Utility,12535,4,No
F,83,446,5,Married,Car,44457,8,No
M,114,766,30,Married,Van,6812,2,No
M,142,715,19,Married,Truck,12019,3,No
M,133,692,10,Married,Utility,68317,1,No
F,112,678,24,Married,Car,11167,1,No
F,137,798,23,Married,Car,8428,7,No
F,360,581,8,Single,Truck,10578,5,No
M,142,758,22,Married,Truck,8249,6,No
F,215,642,7,Single,Utility,11325,6,No
M,389,656,4,Single,Car,11802,8,No
F,185,711,3,Married,Car,74630,8,No
F,322,653,5,Single,Truck,10875,7,No
F,133,756,25,Married,Car,14564,4,No
M,153,690,15,Married,Van,8435,3,No
M,329,694,23,Married,Car,11663,6,No
F,300,638,5,Single,Truck,10586,3,No
M,180,599,1,Single,Car,38754,3,No
M,142,762,5,Married,Van,13020,4,No
M,495,408,1,Married,Car,14637,5,No
M,100,784,25,Married,Van,8110,8,No
M,199,728,6,Married,Van,46508,7,No
M,408,634,2,Married,Van,7012,5,No
M,234,471,1,Married,Car,12541,3,No
F,414,615,5,Single,Truck,12382,1,No
F,465,728,25,Married,Car,24028,1,No
F,193,719,5,Married,Truck,35079,1,No
F,135,698,20,Married,Car,5880,3,No
M,102,771,15,Married,Utility,14515,8,No
M,134,759,3,Married,Utility,6991,8,No
M,115,769,39,Married,Van,11959,8,No
F,93,765,16,Married,Car,14671,1,No
M,195,311,6,Married,Truck,10664,4,No
F,140,752,13,Single,Car,11950,7,No
M,95,723,3,Single,Car,14397,6,No
M,96,724,18,Married,Van,12000,7,No
M,455,554,5,Married,Car,13502,2,No
F,160,797,10,Single,Car,11832,5,No
F,118,693,12,Single,Car,11285,4,No
F,318,640,8,Single,Truck,13820,1,No
F,156,683,22,Married,Car,5548,7,No
F,443,686,40,Married,Car,12713,4,No
F,438,404,8,Single,Truck,14936,8,No
F,91,777,33,Married,Car,5510,1,No
M,127,774,5,Single,Utility,7155,5,No
M,133,700,17,Married,Van,10211,4,No
F,685,694,10,Married,Truck,18294,7,No
F,102,683,5,Married,Car,12722,6,No
M,158,776,19,Single,Utility,7610,2,No
F,359,685,17,Married,Car,22497,2,No
M,94,724,10,Married,Van,10859,7,No
F,145,789,7,Single,Car,7919,4,No
F,141,730,19,Single,Car,9609,7,No
M,111,755,23,Married,Truck,10591,2,No
M,87,536,8,Married,Van,57521,3,No
M,92,781,3,Married,Van,9319,8,No
M,156,591,8,Married,Truck,90563,5,No
M,662,646,1,Married,Van,11016,7,No
M,84,794,24,Married,Van,14495,6,No
M,281,609,4,Single,Utility,10350,8,No
M,158,779,6,Married,Van,11452,7,No
F,90,775,18,Single,Car,7108,1,No
F,91,750,13,Married,Truck,9763,5,No
M,85,720,11,Single,Utility,8230,3,No
F,110,743,14,Single,Car,7594,6,No
M,91,743,21,Married,Van,14806,5,No
F,159,680,34,Married,Car,12071,7,No
F,104,747,7,Married,Car,7898,3,No
M,151,689,40,Married,Van,6741,6,No
F,144,726,13,Married,Car,6071,5,No
F,103,702,17,Married,Car,12682,1,No
F,211,603,7,Single,Truck,11798,6,No
F,160,722,13,Married,Car,11309,8,No
M,160,709,30,Married,Truck,10789,8,No
M,145,793,32,Married,Truck,13861,6,No
F,140,727,5,Single,Van,14914,5,No
M,143,760,22,Single,Utility,12346,3,No
F,286,664,8,Single,Truck,11323,5,No
F,144,716,29,Married,Car,11419,7,No
M,154,744,25,Married,Van,9398,2,No
F,195,650,8,Single,Van,10522,6,No
M,159,757,20,Married,Truck,6281,1,No
F,158,774,7,Married,Car,10342,8,No
F,108,737,37,Married,Car,14020,2,No
M,154,697,17,Married,Van,7689,1,No
M,193,704,2,Single,Car,13207,2,No
F,106,693,31,Married,Car,11755,7,No
M,160,728,19,Married,Van,11383,8,No
M,95,716,21,Married,Van,5066,4,No
F,582,698,16,Married,Car,16397,4,No
F,155,693,33,Married,Car,10970,1,No
M,85,763,15,Married,Truck,5908,2,No
M,128,724,13,Single,Utility,8889,8,No
F,135,700,22,Married,Truck,11916,4,No
M,154,778,37,Married,Van,5959,5,No
F,153,774,6,Married,Car,18110,6,No
F,152,728,8,Single,Van,10979,7,No
M,109,742,23,Married,Van,10114,1,No
M,108,717,5,Married,Truck,12783,3,No
M,212,595,5,Married,Car,10301,4,No
M,486,600,2,Single,Utility,10375,1,No
F,129,678,10,Married,Car,19964,8,No
M,112,753,16,Married,Van,14415,1,No
M,145,775,17,Married,Truck,7730,1,No
F,454,827,5,Single,Utility,24337,2,No
M,225,612,2,Married,Car,86196,3,No
M,431,646,2,Married,Car,89445,3,No
F,147,677,22,Married,Car,7580,3,No
M,112,775,15,Married,Van,10585,5,No
