Month,Hour,Workday,Temp,Weather,Windspeed,Bikes
Oct,0,1,0.58,clear,0.0896,10
Oct,1,1,0.58,clear,0.1343,8
Oct,2,1,0.56,clear,0.1642,0
Oct,3,1,0.56,clear,0.1343,1
Oct,4,1,0.56,clear,0.194,0
Oct,5,1,0.56,cloudy/misty,0.1642,0
Oct,6,1,0.56,light rain/snow,0.194,4
Oct,7,1,0.56,light rain/snow,0.194,10
Oct,8,1,0.56,cloudy/misty,0.1642,23
Oct,9,1,0.56,cloudy/misty,0.2239,16
Oct,10,1,0.54,light rain/snow,0.3582,17
Oct,11,1,0.52,light rain/snow,0.1642,11
Oct,12,1,0.52,light rain/snow,0.1642,13
Oct,13,1,0.56,clear,0.3582,18
Oct,14,1,0.62,clear,0.3582,37
Oct,15,1,0.62,clear,0.2836,61
Oct,16,1,0.6,clear,0.2239,80
Oct,17,1,0.58,clear,0.4179,55
Oct,18,1,0.54,clear,0.2836,62
Oct,19,1,0.54,clear,0.3284,27
Oct,20,1,0.52,clear,0.194,19
Oct,21,1,0.5,clear,0.194,22
Oct,22,1,0.46,clear,0.2239,20
Oct,23,1,0.46,clear,0.1642,15
Oct,0,0,0.46,clear,0.1045,18
Oct,1,0,0.46,clear,0.2537,9
Oct,2,0,0.46,clear,0.194,17
Oct,3,0,0.44,clear,0.194,5
Oct,4,0,0.42,clear,0.1343,0
Oct,5,0,0.42,clear,0.1642,1
Oct,6,0,0.4,clear,0,5
Oct,7,0,0.4,clear,0.1045,17
Oct,8,0,0.46,clear,0.2836,24
Oct,9,0,0.52,clear,0.2985,50
Oct,10,0,0.54,clear,0.4478,115
Oct,11,0,0.56,clear,0.3881,153
Oct,12,0,0.58,clear,0.5522,195
Oct,13,0,0.6,clear,0.4627,171
Oct,14,0,0.6,clear,0.4627,242
Oct,15,0,0.62,clear,0.4925,166
Oct,16,0,0.62,clear,0.3881,179
Oct,17,0,0.58,clear,0.2836,177
Oct,18,0,0.54,clear,0.194,121
Oct,19,0,0.5,clear,0.1343,61
Oct,20,0,0.5,clear,0.1343,42
Oct,21,0,0.5,clear,0.2239,53
Oct,22,0,0.5,clear,0.1343,45
Oct,23,0,0.48,clear,0.1642,33
Oct,0,0,0.46,clear,0.1343,22
Oct,1,0,0.44,clear,0.1343,13
Oct,2,0,0.42,clear,0.1343,13
Oct,3,0,0.42,clear,0.1343,11
Oct,4,0,0.42,clear,0.194,5
Oct,5,0,0.42,clear,0.1642,1
Oct,6,0,0.38,clear,0.1642,3
Oct,7,0,0.4,clear,0.1343,9
Oct,8,0,0.44,clear,0.194,28
Oct,9,0,0.5,clear,0.2239,39
Oct,10,0,0.54,clear,0.2537,121
Oct,11,0,0.56,clear,0.2836,159
Oct,12,0,0.58,clear,0.2537,167
Oct,13,0,0.6,clear,0.2985,169
Oct,14,0,0.6,clear,0.2985,204
Oct,15,0,0.62,clear,0.3881,182
Oct,16,0,0.6,clear,0.3881,177
Oct,17,0,0.58,clear,0.4627,152
Oct,18,0,0.56,clear,0.4478,102
Oct,19,0,0.54,clear,0.3881,52
Oct,20,0,0.54,clear,0.4627,49
Oct,21,0,0.54,clear,0.3881,14
Oct,22,0,0.56,clear,0.4179,42
Oct,23,0,0.56,clear,0.4179,14
Oct,0,1,0.54,clear,0.3284,12
Oct,1,1,0.56,clear,0.3881,2
Oct,2,1,0.56,clear,0.3881,4
Oct,3,1,0.56,clear,0.194,0
Oct,4,1,0.52,clear,0.1642,2
Oct,5,1,0.5,clear,0.2985,1
Oct,6,1,0.5,clear,0.2537,7
Oct,7,1,0.5,cloudy/misty,0.1642,10
Oct,8,1,0.5,cloudy/misty,0.2537,33
Oct,9,1,0.5,cloudy/misty,0.2836,26
Oct,10,1,0.52,clear,0.1642,43
Oct,11,1,0.56,clear,0,35
Oct,12,1,0.56,clear,0.0896,39
Oct,13,1,0.56,clear,0.0896,49
Oct,14,1,0.58,clear,0.194,44
Oct,15,1,0.56,clear,0.2537,66
Oct,16,1,0.58,clear,0.2537,64
Oct,17,1,0.56,clear,0.1343,80
Oct,18,1,0.56,clear,0,49
Oct,19,1,0.54,clear,0.1045,45
Oct,20,1,0.52,clear,0.1045,40
Oct,21,1,0.5,clear,0.1045,36
Oct,22,1,0.5,clear,0,16
Oct,23,1,0.48,cloudy/misty,0,10
Oct,0,1,0.48,clear,0,8
Oct,1,1,0.46,cloudy/misty,0,4
Oct,2,1,0.44,clear,0.0896,1
Oct,3,1,0.44,clear,0.0896,0
Oct,4,1,0.44,cloudy/misty,0.1045,0
Oct,5,1,0.46,cloudy/misty,0,2
Oct,6,1,0.46,clear,0.0896,4
Oct,7,1,0.46,clear,0.0896,15
Oct,8,1,0.5,clear,0.0896,25
Oct,9,1,0.52,cloudy/misty,0.0896,29
Oct,10,1,0.56,cloudy/misty,0,27
Oct,11,1,0.6,cloudy/misty,0.1045,35
Oct,12,1,0.62,cloudy/misty,0.0896,42
Oct,13,1,0.64,cloudy/misty,0.194,48
Oct,14,1,0.62,cloudy/misty,0.1642,32
Oct,15,1,0.62,clear,0.194,66
Oct,16,1,0.62,clear,0.2537,58
Oct,17,1,0.6,clear,0.1343,72
Oct,18,1,0.56,clear,0.1045,58
Oct,19,1,0.56,clear,0.1045,31
Oct,20,1,0.54,clear,0.1642,23
Oct,21,1,0.54,cloudy/misty,0.1343,28
Oct,22,1,0.52,cloudy/misty,0.1642,22
Oct,23,1,0.52,cloudy/misty,0.194,7
Oct,0,1,0.52,cloudy/misty,0.194,11
Oct,1,1,0.52,cloudy/misty,0.194,7
Oct,2,1,0.52,cloudy/misty,0.194,1
Oct,4,1,0.5,light rain/snow,0.194,0
Oct,5,1,0.5,light rain/snow,0.1045,0
Oct,6,1,0.52,light rain/snow,0.2537,3
Oct,7,1,0.52,light rain/snow,0.2537,1
Oct,8,1,0.54,light rain/snow,0.4925,10
Oct,9,1,0.52,light rain/snow,0.4925,17
Oct,10,1,0.52,light rain/snow,0.4925,14
Oct,11,1,0.52,light rain/snow,0.2537,33
Oct,12,1,0.52,light rain/snow,0.3284,13
Oct,13,1,0.54,cloudy/misty,0.2836,20
Oct,14,1,0.54,light rain/snow,0.1642,17
Oct,15,1,0.54,light rain/snow,0.1343,21
Oct,16,1,0.56,light rain/snow,0.1642,21
Oct,17,1,0.56,light rain/snow,0.1642,11
Oct,18,1,0.56,light rain/snow,0.1642,8
Oct,19,1,0.6,cloudy/misty,0.1343,8
Oct,20,1,0.6,light rain/snow,0.0896,5
Oct,21,1,0.58,cloudy/misty,0.1343,6
Oct,22,1,0.58,cloudy/misty,0.3582,13
Oct,23,1,0.58,cloudy/misty,0.3582,14
Oct,0,1,0.56,clear,0.2985,4
Oct,1,1,0.56,clear,0.3582,4
Oct,2,1,0.56,clear,0.4478,0
Oct,3,1,0.5,clear,0.4627,0
Oct,4,1,0.5,clear,0.4627,2
Oct,5,1,0.48,clear,0.3582,2
Oct,6,1,0.44,clear,0.4179,5
Oct,7,1,0.42,clear,0.4478,15
Oct,8,1,0.44,clear,0.5224,17
Oct,9,1,0.44,clear,0.5821,26
Oct,10,1,0.46,clear,0.4478,25
Oct,11,1,0.48,clear,0.5224,30
Oct,12,1,0.48,clear,0.5224,28
Oct,13,1,0.5,clear,0.5821,28
Oct,14,1,0.48,cloudy/misty,0.5522,38
Oct,15,1,0.48,cloudy/misty,0.4478,22
Oct,16,1,0.48,cloudy/misty,0.4478,31
Oct,17,1,0.48,cloudy/misty,0.3881,56
Oct,18,1,0.46,cloudy/misty,0.2985,39
Oct,19,1,0.46,clear,0.3582,20
Oct,20,1,0.46,cloudy/misty,0.3284,34
Oct,21,1,0.44,clear,0.2985,16
Oct,22,1,0.44,clear,0.3284,22
Oct,23,1,0.42,clear,0.2537,7
Oct,0,1,0.4,clear,0.2537,8
Oct,1,1,0.4,clear,0.2239,7
Oct,2,1,0.38,clear,0.1642,6
Oct,3,1,0.36,clear,0.1343,0
Oct,4,1,0.36,clear,0.1642,0
Oct,5,1,0.34,clear,0.194,0
Oct,6,1,0.36,clear,0.1642,7
Oct,7,1,0.36,clear,0.1642,5
Oct,8,1,0.4,clear,0.194,16
Oct,9,1,0.42,cloudy/misty,0.1343,33
Oct,10,1,0.46,clear,0.1642,32
Oct,11,1,0.5,clear,0.2239,39
Oct,12,1,0.5,clear,0.2985,47
Oct,13,1,0.48,clear,0.3284,43
Oct,14,1,0.52,clear,0.2985,67
Oct,15,1,0.5,clear,0.2836,57
Oct,16,1,0.5,clear,0.2537,60
Oct,17,1,0.46,cloudy/misty,0.2537,79
Oct,18,1,0.44,cloudy/misty,0.2537,43
Oct,19,1,0.44,cloudy/misty,0.3881,25
Oct,20,1,0.44,cloudy/misty,0.2239,29
Oct,21,1,0.42,clear,0.1642,31
Oct,22,1,0.42,clear,0.1642,24
Oct,23,1,0.4,clear,0.2239,18
Oct,0,0,0.4,clear,0.194,16
Oct,1,0,0.4,clear,0.194,20
Oct,2,0,0.4,clear,0.2537,6
Oct,3,0,0.4,clear,0.1343,1
Oct,4,0,0.38,clear,0.0896,4
Oct,5,0,0.38,clear,0,1
Oct,6,0,0.36,clear,0,1
Oct,7,0,0.36,clear,0.1045,8
Oct,8,0,0.4,clear,0,26
Oct,9,0,0.42,clear,0.0896,47
Oct,10,0,0.44,cloudy/misty,0.1045,87
Oct,11,0,0.44,cloudy/misty,0.1045,110
Oct,12,0,0.46,clear,0.0896,132
Oct,13,0,0.5,clear,0,136
Oct,14,0,0.48,cloudy/misty,0.2239,133
Oct,15,0,0.48,clear,0.2239,159
Oct,16,0,0.5,clear,0.194,169
Oct,17,0,0.46,clear,0.1343,143
Oct,18,0,0.44,clear,0.0896,111
Oct,19,0,0.44,clear,0,47
Oct,20,0,0.42,clear,0,48
Oct,21,0,0.4,clear,0,37
Oct,22,0,0.4,clear,0,30
Oct,23,0,0.38,clear,0,27
Oct,0,0,0.36,clear,0,24
Oct,1,0,0.36,clear,0,11
Oct,2,0,0.34,clear,0.0896,10
Oct,3,0,0.34,clear,0,15
Oct,4,0,0.34,clear,0,5
Oct,5,0,0.32,clear,0,1
Oct,6,0,0.32,clear,0.1045,0
Oct,7,0,0.34,clear,0.0896,3
Oct,8,0,0.36,clear,0.1343,32
Oct,9,0,0.4,clear,0,48
Oct,10,0,0.42,clear,0.0896,104
Oct,11,0,0.46,clear,0.1642,131
Oct,12,0,0.5,clear,0.2537,164
Oct,13,0,0.52,clear,0.194,160
Oct,14,0,0.52,clear,0.2239,192
Oct,15,0,0.52,clear,0.1642,171
Oct,16,0,0.52,clear,0.194,188
Oct,17,0,0.5,clear,0.1343,120
Oct,18,0,0.5,clear,0.1045,88
Oct,19,0,0.46,clear,0,53
Oct,20,0,0.44,clear,0.0896,32
Oct,21,0,0.44,clear,0.0896,24
Oct,22,0,0.42,clear,0.1045,25
Oct,23,0,0.42,clear,0.1642,18
Oct,0,1,0.42,clear,0,6
Oct,1,1,0.4,clear,0.1343,7
Oct,2,1,0.4,clear,0.1045,1
Oct,3,1,0.4,clear,0.0896,1
Oct,4,1,0.4,clear,0,1
Oct,5,1,0.38,clear,0,2
Oct,6,1,0.4,clear,0.1045,3
Oct,7,1,0.38,cloudy/misty,0.1045,11
Oct,8,1,0.42,cloudy/misty,0.1642,20
Oct,9,1,0.44,cloudy/misty,0.1642,29
Oct,10,1,0.46,cloudy/misty,0.2537,47
Oct,11,1,0.5,cloudy/misty,0.1642,59
Oct,12,1,0.52,cloudy/misty,0.1045,64
Oct,13,1,0.54,cloudy/misty,0.2239,60
Oct,14,1,0.54,cloudy/misty,0.194,63
Oct,15,1,0.56,clear,0.1642,52
Oct,16,1,0.54,clear,0.194,68
Oct,17,1,0.52,clear,0.1343,87
Oct,18,1,0.54,clear,0.0896,58
Oct,19,1,0.48,light rain/snow,0,25
Oct,20,1,0.48,clear,0.1045,11
Oct,21,1,0.46,clear,0.1045,12
Oct,22,1,0.48,clear,0.1642,3
Oct,23,1,0.46,clear,0.0896,9
Oct,0,1,0.44,clear,0.1343,4
Oct,1,1,0.44,clear,0.1343,5
Oct,2,1,0.42,clear,0.1343,2
Oct,3,1,0.4,clear,0,1
Oct,4,1,0.38,clear,0.1343,0
Oct,5,1,0.38,clear,0.1343,0
Oct,6,1,0.38,clear,0.1045,3
Oct,7,1,0.4,clear,0.194,15
Oct,8,1,0.44,clear,0,25
Oct,9,1,0.48,clear,0.2239,29
Oct,10,1,0.5,clear,0.2537,26
Oct,11,1,0.52,clear,0.2836,46
Oct,12,1,0.54,clear,0.3582,35
Oct,13,1,0.56,clear,0.3881,37
Oct,14,1,0.56,clear,0.2537,66
Oct,15,1,0.56,clear,0.1045,63
Oct,16,1,0.56,clear,0.194,52
Oct,17,1,0.56,clear,0.1045,68
Oct,18,1,0.52,clear,0.1045,65
Oct,19,1,0.48,clear,0.194,44
Oct,20,1,0.46,clear,0.1045,40
Oct,21,1,0.44,clear,0.1343,32
Oct,22,1,0.46,clear,0.194,22
Oct,23,1,0.44,clear,0.1343,15
Oct,0,1,0.44,clear,0.194,4
Oct,1,1,0.44,clear,0.2537,3
Oct,2,1,0.44,clear,0.1642,2
Oct,3,1,0.44,clear,0.2239,0
Oct,4,1,0.42,clear,0.2537,0
Oct,5,1,0.42,clear,0.2239,0
Oct,6,1,0.42,clear,0.2239,0
Oct,7,1,0.42,clear,0.1642,15
Oct,8,1,0.44,cloudy/misty,0.194,26
Oct,9,1,0.48,cloudy/misty,0.2239,14
Oct,10,1,0.52,cloudy/misty,0.2537,26
Oct,11,1,0.52,clear,0.3284,23
Oct,12,1,0.58,light rain/snow,0.2239,39
Oct,13,1,0.56,light rain/snow,0.1045,20
Oct,14,1,0.52,cloudy/misty,0,14
Oct,15,1,0.52,cloudy/misty,0,11
Oct,16,1,0.52,cloudy/misty,0.0896,17
Oct,17,1,0.52,cloudy/misty,0.1045,40
Oct,18,1,0.52,clear,0.1642,55
Oct,19,1,0.5,clear,0,25
Oct,20,1,0.5,clear,0,27
Oct,21,1,0.52,cloudy/misty,0,17
Oct,22,1,0.48,cloudy/misty,0.0896,23
Oct,23,1,0.48,cloudy/misty,0.0896,3
Oct,0,1,0.46,clear,0,3
Oct,1,1,0.46,clear,0,2
Oct,2,1,0.46,light rain/snow,0,3
Oct,3,1,0.46,light rain/snow,0,1
Oct,4,1,0.48,light rain/snow,0,1
Oct,5,1,0.48,light rain/snow,0.0896,1
Oct,6,1,0.5,light rain/snow,0,4
Oct,7,1,0.46,cloudy/misty,0.0896,9
Oct,8,1,0.48,light rain/snow,0.194,12
Oct,9,1,0.5,cloudy/misty,0.1642,16
Oct,10,1,0.5,light rain/snow,0.194,10
Oct,11,1,0.5,light rain/snow,0.1343,8
Oct,12,1,0.5,light rain/snow,0.1343,8
Oct,13,1,0.5,cloudy/misty,0.1642,10
Oct,14,1,0.52,cloudy/misty,0,16
Oct,15,1,0.52,cloudy/misty,0.1045,12
Oct,16,1,0.56,cloudy/misty,0.1642,14
Oct,17,1,0.5,cloudy/misty,0.4627,31
Oct,18,1,0.48,cloudy/misty,0.4627,14
Oct,19,1,0.44,cloudy/misty,0.4627,19
Oct,20,1,0.42,clear,0.4925,11
Oct,21,1,0.4,clear,0.5224,13
Oct,22,1,0.36,clear,0.4925,14
Oct,23,1,0.34,clear,0.4179,8
Oct,0,1,0.34,clear,0.2537,4
Oct,1,1,0.32,clear,0.2537,7
Oct,2,1,0.32,clear,0.2836,1
Oct,3,1,0.3,clear,0.2836,4
Oct,4,1,0.3,clear,0.2836,5
Oct,5,1,0.3,cloudy/misty,0.2537,0
Oct,6,1,0.28,clear,0.2537,1
Oct,7,1,0.28,clear,0.2537,6
Oct,8,1,0.3,clear,0.2836,13
Oct,9,1,0.32,clear,0.2239,19
Oct,10,1,0.34,clear,0.2239,28
Oct,11,1,0.36,clear,0.2239,40
Oct,12,1,0.38,cloudy/misty,0.1642,46
Oct,13,1,0.38,cloudy/misty,0.2239,43
Oct,14,1,0.36,cloudy/misty,0.194,33
Oct,15,1,0.36,cloudy/misty,0.2537,44
Oct,16,1,0.36,cloudy/misty,0.1642,46
Oct,17,1,0.36,cloudy/misty,0.1343,35
Oct,18,1,0.36,cloudy/misty,0.1642,36
Oct,19,1,0.36,cloudy/misty,0.1343,16
Oct,20,1,0.34,light rain/snow,0.2239,12
Oct,21,1,0.32,light rain/snow,0.1642,5
Oct,22,1,0.3,light rain/snow,0.2836,4
Oct,23,1,0.3,light rain/snow,0.3284,8
Oct,0,0,0.28,light rain/snow,0.2985,0
Oct,1,0,0.3,light rain/snow,0.2985,0
Oct,2,0,0.3,light rain/snow,0.2985,1
Oct,3,0,0.3,light rain/snow,0.4179,0
Oct,4,0,0.3,light rain/snow,0.4179,0
Oct,5,0,0.26,light rain/snow,0.3582,0
Oct,6,0,0.26,light rain/snow,0.3582,4
Oct,7,0,0.26,light rain/snow,0.3582,1
Oct,8,0,0.28,light rain/snow,0.3582,4
Oct,9,0,0.28,light rain/snow,0.3582,1
Oct,10,0,0.26,light rain/snow,0.3284,0
Oct,11,0,0.26,light rain/snow,0.3881,1
Oct,12,0,0.24,light rain/snow,0.4925,6
Oct,13,0,0.24,light rain/snow,0.5224,0
Oct,14,0,0.24,light rain/snow,0.4478,0
Oct,15,0,0.22,light rain/snow,0.2537,3
Oct,16,0,0.22,light rain/snow,0.3284,3
Oct,17,0,0.22,light rain/snow,0.3284,3
Oct,18,0,0.22,light rain/snow,0.3284,6
Oct,19,0,0.24,clear,0.3582,3
Oct,20,0,0.24,clear,0.3582,7
Oct,21,0,0.24,clear,0.3582,1
Oct,22,0,0.22,clear,0.2239,10
Oct,23,0,0.22,clear,0.194,3
Oct,0,0,0.22,clear,0.2239,7
Oct,1,0,0.22,clear,0.2537,9
Oct,2,0,0.22,clear,0.2836,7
Oct,3,0,0.24,clear,0.3582,7
Oct,4,0,0.22,clear,0.3284,1
Oct,5,0,0.24,clear,0.2985,0
Oct,6,0,0.24,clear,0.2537,2
Oct,7,0,0.24,clear,0,7
Oct,8,0,0.26,clear,0.2239,20
Oct,9,0,0.3,clear,0.2537,55
Oct,10,0,0.32,clear,0.0896,53
Oct,11,0,0.36,clear,0.2239,58
Oct,12,0,0.38,clear,0.194,85
Oct,13,0,0.4,clear,0.2239,113
Oct,14,0,0.42,clear,0.194,91
Oct,15,0,0.42,clear,0.1642,88
Oct,16,0,0.42,clear,0.1343,107
Oct,17,0,0.4,clear,0.1045,54
Oct,18,0,0.36,clear,0.1343,51
Oct,19,0,0.56,clear,0.2985,28
Oct,20,0,0.34,clear,0,18
Oct,21,0,0.32,clear,0,4
Oct,22,0,0.3,clear,0,13
Oct,23,0,0.26,clear,0,7
Oct,0,1,0.26,clear,0,3
Oct,1,1,0.26,clear,0,5
Oct,2,1,0.24,clear,0,0
Oct,3,1,0.24,clear,0.1045,0
Oct,4,1,0.24,clear,0,1
Oct,5,1,0.22,clear,0,0
Oct,6,1,0.24,clear,0,4
Oct,7,1,0.24,clear,0,11
Oct,8,1,0.28,cloudy/misty,0,17
Oct,9,1,0.32,cloudy/misty,0.1642,14
Oct,10,1,0.36,cloudy/misty,0.1642,18
Oct,11,1,0.4,clear,0.1343,31
Oct,12,1,0.42,clear,0.2239,30
Oct,13,1,0.44,cloudy/misty,0.2239,24
Oct,14,1,0.44,cloudy/misty,0.2239,22
Oct,15,1,0.44,clear,0.1642,27
Oct,16,1,0.42,clear,0.1642,30
Oct,17,1,0.42,clear,0.1343,44
Oct,18,1,0.4,clear,0.0896,30
Oct,19,1,0.4,clear,0.0896,12
Oct,20,1,0.4,clear,0.0896,18
Oct,21,1,0.36,cloudy/misty,0.194,7
Oct,22,1,0.36,cloudy/misty,0.194,8
Oct,23,1,0.36,cloudy/misty,0.194,6
Nov,0,1,0.36,cloudy/misty,0.1642,3
Nov,1,1,0.36,clear,0.1343,3
Nov,2,1,0.36,cloudy/misty,0.1642,1
Nov,3,1,0.36,cloudy/misty,0.1343,1
Nov,4,1,0.34,clear,0.2239,1
Nov,5,1,0.32,clear,0.194,0
Nov,6,1,0.32,clear,0.194,3
Nov,7,1,0.34,clear,0.194,8
Nov,8,1,0.36,clear,0.2537,17
Nov,9,1,0.4,clear,0.1642,16
Nov,10,1,0.44,clear,0.1343,21
Nov,11,1,0.46,clear,0.1045,16
Nov,12,1,0.5,clear,0.0896,23
Nov,13,1,0.48,clear,0.194,20
Nov,14,1,0.5,clear,0.2537,32
Nov,15,1,0.5,clear,0.1343,38
Nov,16,1,0.48,clear,0.1642,46
Nov,17,1,0.44,clear,0.1642,36
Nov,18,1,0.42,clear,0.1045,39
Nov,19,1,0.42,clear,0.0896,39
Nov,20,1,0.4,clear,0,18
Nov,21,1,0.36,clear,0,13
Nov,22,1,0.36,clear,0,5
Nov,23,1,0.34,clear,0,11
Nov,0,1,0.32,clear,0,0
Nov,1,1,0.3,clear,0,2
Nov,2,1,0.3,clear,0,0
Nov,3,1,0.3,clear,0,0
Nov,4,1,0.3,clear,0,0
Nov,5,1,0.3,clear,0,0
Nov,6,1,0.3,clear,0,1
Nov,7,1,0.3,clear,0,11
Nov,8,1,0.32,clear,0,20
Nov,9,1,0.34,clear,0,15
Nov,10,1,0.4,clear,0.0896,25
Nov,11,1,0.42,clear,0.1343,27
Nov,12,1,0.46,clear,0.1642,32
Nov,13,1,0.48,clear,0.1642,22
Nov,14,1,0.5,clear,0.1642,40
Nov,15,1,0.48,clear,0.1642,26
Nov,16,1,0.48,clear,0.1045,35
Nov,17,1,0.44,clear,0.194,30
Nov,18,1,0.42,clear,0.1642,31
Nov,19,1,0.4,clear,0.1343,25
Nov,20,1,0.4,clear,0.1343,5
Nov,21,1,0.38,clear,0.1343,13
Nov,22,1,0.36,clear,0.1343,7
Nov,23,1,0.36,clear,0.0896,3
Nov,0,1,0.36,clear,0.0896,3
Nov,1,1,0.34,clear,0.1343,3
Nov,2,1,0.34,clear,0.1343,2
Nov,3,1,0.34,clear,0.1343,1
Nov,4,1,0.32,clear,0.0896,1
Nov,5,1,0.32,clear,0.1343,1
Nov,6,1,0.34,clear,0.194,3
Nov,7,1,0.32,cloudy/misty,0.0896,12
Nov,8,1,0.34,cloudy/misty,0.0896,8
Nov,9,1,0.36,cloudy/misty,0.194,9
Nov,10,1,0.4,cloudy/misty,0.194,12
Nov,11,1,0.44,clear,0.194,12
Nov,12,1,0.5,clear,0.194,17
Nov,13,1,0.52,cloudy/misty,0.2537,19
Nov,14,1,0.52,clear,0.1642,32
Nov,15,1,0.52,clear,0.1642,24
Nov,16,1,0.52,clear,0.194,33
Nov,17,1,0.48,clear,0.0896,33
Nov,18,1,0.46,clear,0.1343,24
Nov,19,1,0.44,clear,0.0896,18
Nov,20,1,0.42,clear,0.1045,11
Nov,21,1,0.4,clear,0.1343,4
Nov,22,1,0.4,clear,0,21
Nov,23,1,0.4,clear,0.0896,15
Nov,0,1,0.4,cloudy/misty,0,11
Nov,1,1,0.4,cloudy/misty,0,1
Nov,2,1,0.4,cloudy/misty,0,2
Nov,3,1,0.38,cloudy/misty,0.1642,1
Nov,4,1,0.38,cloudy/misty,0.0896,1
Nov,5,1,0.38,cloudy/misty,0,0
Nov,6,1,0.38,cloudy/misty,0.0896,2
Nov,7,1,0.4,cloudy/misty,0.2239,10
Nov,8,1,0.4,cloudy/misty,0.3582,8
Nov,9,1,0.42,cloudy/misty,0.4627,15
Nov,10,1,0.42,cloudy/misty,0.3284,19
Nov,11,1,0.44,cloudy/misty,0.4478,34
Nov,12,1,0.48,cloudy/misty,0.4925,44
Nov,13,1,0.44,clear,0.4179,33
Nov,14,1,0.44,clear,0.2985,54
Nov,15,1,0.46,clear,0.3881,45
Nov,16,1,0.46,clear,0.3881,53
Nov,17,1,0.42,clear,0.3582,42
Nov,18,1,0.42,clear,0.4627,35
Nov,19,1,0.4,clear,0.3582,14
Nov,20,1,0.36,clear,0.2836,15
Nov,21,1,0.34,clear,0.2537,8
Nov,22,1,0.34,clear,0.3284,6
Nov,23,1,0.32,clear,0.3284,17
Nov,0,0,0.32,clear,0.3582,4
Nov,1,0,0.32,clear,0.2985,5
Nov,2,0,0.3,clear,0.3284,7
Nov,3,0,0.3,clear,0.2985,0
Nov,4,0,0.28,clear,0.3284,3
Nov,5,0,0.26,clear,0.3284,0
Nov,6,0,0.26,clear,0.2537,3
Nov,7,0,0.26,clear,0.2836,3
Nov,8,0,0.28,clear,0.3284,4
Nov,9,0,0.3,clear,0.2985,30
Nov,10,0,0.32,clear,0.2537,56
Nov,11,0,0.36,clear,0.1045,69
Nov,12,0,0.36,clear,0.1642,137
Nov,13,0,0.4,clear,0.1045,148
Nov,14,0,0.42,clear,0.1343,159
Nov,15,0,0.4,clear,0.194,141
Nov,16,0,0.4,clear,0.2239,128
Nov,17,0,0.38,clear,0.1642,100
Nov,18,0,0.36,clear,0.0896,52
Nov,19,0,0.34,clear,0,45
Nov,20,0,0.32,clear,0,29
Nov,21,0,0.32,clear,0,19
Nov,22,0,0.3,clear,0,10
Nov,23,0,0.28,clear,0,4
Nov,0,0,0.28,clear,0,10
Nov,1,0,0.26,clear,0,11
Nov,2,0,0.26,clear,0,6
Nov,3,0,0.24,clear,0,5
Nov,4,0,0.24,clear,0,0
Nov,5,0,0.24,clear,0.1343,0
Nov,6,0,0.26,clear,0.0896,5
Nov,7,0,0.26,clear,0.1045,4
Nov,8,0,0.28,cloudy/misty,0.0896,19
Nov,9,0,0.3,cloudy/misty,0.0896,36
Nov,10,0,0.36,clear,0.0896,76
Nov,11,0,0.42,clear,0.0896,104
Nov,12,0,0.44,clear,0,120
Nov,13,0,0.46,clear,0.1642,105
Nov,14,0,0.46,clear,0.194,101
Nov,15,0,0.48,clear,0.194,96
Nov,16,0,0.46,clear,0.2239,84
Nov,17,0,0.44,clear,0.1642,71
Nov,18,0,0.42,clear,0.1045,39
Nov,19,0,0.38,clear,0.194,21
Nov,20,0,0.36,clear,0.1045,16
Nov,21,0,0.36,clear,0.0896,11
Nov,22,0,0.36,clear,0,5
Nov,23,0,0.34,clear,0.0896,7
Nov,0,1,0.34,clear,0,1
Nov,1,1,0.34,clear,0,2
Nov,2,1,0.32,clear,0,0
Nov,3,1,0.32,clear,0,0
Nov,4,1,0.32,clear,0,2
Nov,5,1,0.3,clear,0,1
Nov,6,1,0.28,cloudy/misty,0,2
Nov,7,1,0.28,cloudy/misty,0,6
Nov,8,1,0.3,cloudy/misty,0.0896,13
Nov,9,1,0.34,cloudy/misty,0.1343,18
Nov,10,1,0.36,clear,0.1343,28
Nov,11,1,0.42,clear,0.1045,28
Nov,12,1,0.46,clear,0,21
Nov,13,1,0.54,clear,0.0896,32
Nov,14,1,0.56,clear,0.1642,30
Nov,15,1,0.56,clear,0.1045,38
Nov,16,1,0.52,clear,0,40
Nov,17,1,0.5,clear,0.1642,39
Nov,18,1,0.46,clear,0.1045,18
Nov,19,1,0.46,clear,0,20
Nov,20,1,0.4,clear,0,17
Nov,21,1,0.38,clear,0.1045,10
Nov,22,1,0.36,clear,0.0896,6
Nov,23,1,0.36,clear,0.0896,1
Nov,0,1,0.34,clear,0.0896,0
Nov,1,1,0.32,clear,0.1045,3
Nov,2,1,0.32,clear,0,0
Nov,3,1,0.32,clear,0,0
Nov,4,1,0.3,clear,0,0
Nov,5,1,0.3,clear,0.0896,1
Nov,6,1,0.3,clear,0,3
Nov,7,1,0.3,clear,0.1045,7
Nov,8,1,0.32,clear,0.1045,11
Nov,9,1,0.36,clear,0,14
Nov,10,1,0.42,clear,0.0896,25
Nov,11,1,0.46,clear,0.1343,21
Nov,12,1,0.52,clear,0.1343,28
Nov,13,1,0.54,clear,0.1642,31
Nov,14,1,0.56,clear,0.1045,32
Nov,15,1,0.58,clear,0.1045,33
Nov,16,1,0.56,clear,0.1343,39
