Age,Experience,Income,Family,AvgAmt,Education,Subscriber
35,11,9,4,0.7,Master,No
47,23,88,4,1.4,Master,No
38,13,143,1,4.1,Bachelor,No
38,13,168,2,1.3,PhD,Yes
27,3,105,1,3,Master,Yes
42,18,62,3,2.1,PhD,No
26,2,51,4,2.6,Bachelor,No
60,34,101,3,4.4,Bachelor,No
27,3,90,3,0.8,Bachelor,No
27,1,83,4,2.1,PhD,No
40,15,21,2,0,PhD,No
40,16,115,1,3.4,Bachelor,No
29,3,172,4,4.4,Bachelor,Yes
30,6,32,2,1,Master,No
30,4,204,2,4.5,Bachelor,No
47,23,34,4,0.6,Bachelor,No
33,7,30,2,2,PhD,No
57,32,31,3,1.3,Master,No
38,14,90,2,2.7,Bachelor,No
54,28,79,4,2.6,PhD,No
47,23,22,4,0.6,Bachelor,No
48,22,114,1,2.4,PhD,Yes
62,36,42,1,0.5,PhD,No
30,6,29,1,0.2,PhD,No
35,11,72,3,2.6,Master,No
59,35,68,1,1.8,PhD,No
38,13,78,4,0.7,PhD,No
47,23,90,1,2.7,Bachelor,No
57,33,170,2,2.1,Master,Yes
42,17,14,2,0.1,Master,No
39,15,129,2,1.9,Bachelor,No
53,23,39,3,1,PhD,No
27,3,82,2,0.2,Bachelor,No
59,35,31,3,0.4,Master,No
48,24,9,4,0.5,Master,No
62,37,15,3,0.1,PhD,No
66,41,70,3,2.2,Bachelor,No
38,13,84,4,0.7,PhD,No
42,17,155,1,7,Bachelor,No
47,21,89,2,0.8,PhD,No
27,2,170,3,4.7,Bachelor,Yes
32,7,185,2,6.7,Bachelor,No
37,13,82,2,2.2,Bachelor,No
56,31,60,3,1.7,Bachelor,No
39,13,58,2,2.4,Master,No
36,12,29,1,1.33,Bachelor,No
32,6,32,2,0.3,Bachelor,No
62,37,115,4,3.4,Master,No
48,22,83,2,2.4,Master,No
58,32,54,3,0.3,Master,No
27,2,112,4,1.8,PhD,No
52,26,182,2,1.4,Master,Yes
54,30,112,2,6.8,Bachelor,No
31,5,129,3,5.9,PhD,Yes
60,34,23,1,0.8,Master,No
34,9,198,2,3,Bachelor,No
46,22,84,4,2,PhD,No
41,15,39,3,0.5,PhD,No
62,37,129,1,1.3,Bachelor,No
31,7,113,2,2,Master,No
41,11,35,1,0.75,PhD,No
55,30,85,1,0.1,PhD,No
45,19,73,4,2.9,Bachelor,No
51,25,70,1,0.8,PhD,No
27,2,130,3,4.4,Bachelor,Yes
30,4,39,1,1.5,Bachelor,No
31,5,72,4,1.8,Master,No
61,37,68,4,2.3,PhD,No
40,16,35,1,1.4,PhD,No
45,21,61,3,0.7,Bachelor,No
45,21,69,4,1.9,Bachelor,No
37,13,59,1,3.6,Master,No
34,8,99,2,4.5,PhD,No
43,16,201,1,10,Master,Yes
42,18,130,2,7.5,Bachelor,No
56,31,72,3,2,Master,No
33,9,44,1,1.2,Bachelor,No
36,10,91,1,1.5,PhD,No
62,37,92,3,0.5,Bachelor,No
58,34,55,1,0.8,Bachelor,No
65,40,20,3,0.5,Bachelor,No
65,40,89,1,4.1,Bachelor,Yes
52,26,59,2,1.5,Master,No
64,39,8,3,0.1,PhD,No
51,25,85,4,4.9,Bachelor,No
59,35,94,1,4.3,Bachelor,No
52,28,22,2,0.4,Bachelor,No
55,31,74,2,3.2,PhD,No
46,19,59,3,2.67,Master,No
61,36,12,4,0.6,Master,No
35,9,8,1,0.4,Master,No
56,31,74,3,1.6,PhD,No
31,5,184,4,3.4,Master,Yes
44,19,34,4,0,Master,No
53,27,63,2,0.8,PhD,No
36,12,123,2,5.6,Master,Yes
27,1,85,2,1.6,PhD,No
36,12,109,3,0.5,PhD,Yes
40,15,31,1,0.6,PhD,No
39,13,61,2,2.4,Master,No
59,35,88,2,1.6,Bachelor,No
43,18,22,2,0.3,Master,No
30,4,63,4,2.2,Master,No
26,1,80,4,0.2,Bachelor,No
48,22,78,3,2.1,Bachelor,No
50,24,45,4,0.1,Bachelor,No
33,7,51,4,2.1,PhD,No
32,6,111,2,1.5,PhD,No
34,10,45,3,2.8,Bachelor,No
33,9,184,2,4.8,Master,Yes
32,5,41,2,1,Master,No
55,30,69,4,1.3,PhD,No
58,33,23,3,0.2,Bachelor,No
47,23,160,2,6.67,Bachelor,No
30,5,61,1,0.8,Master,No
42,18,110,2,6.1,Bachelor,No
40,16,50,2,0.6,PhD,No
33,9,49,1,2.4,Master,No
46,20,185,4,7.5,Master,Yes
63,39,52,2,1.1,Bachelor,No
62,37,53,2,2.8,Bachelor,No
43,17,125,4,3.5,Master,Yes
31,5,72,3,1.6,Bachelor,No
28,2,51,4,1.8,PhD,No
64,39,23,3,0.5,Bachelor,No
27,1,41,1,1.9,PhD,No
33,9,41,3,2,Bachelor,No
39,12,138,1,4.67,Master,Yes
44,20,138,2,3.3,Bachelor,No
53,28,14,4,0.8,Bachelor,No
42,18,145,2,8,Bachelor,No
44,17,25,3,1,Master,No
34,10,43,1,1.7,Bachelor,No
47,22,93,1,0.2,Master,No
53,29,90,2,0.3,Bachelor,No
62,36,41,2,1,PhD,No
61,36,169,2,6.1,PhD,Yes
42,17,63,2,2.2,PhD,No
48,21,23,3,0.67,Master,No
38,13,140,4,0.5,Bachelor,Yes
41,15,75,1,1.5,PhD,No
57,32,13,4,0.9,Master,No
31,7,10,1,0.5,PhD,No
39,15,100,1,0.8,Master,No
48,22,85,3,1.1,Bachelor,No
55,31,73,3,2.67,Bachelor,No
29,4,130,2,6.7,Bachelor,No
47,22,65,3,2.7,Master,No
61,36,59,4,1.7,Bachelor,No
60,34,31,2,1,PhD,No
34,10,134,1,4,Bachelor,No
45,21,11,4,0.2,Bachelor,No
60,35,32,1,0.3,PhD,No
25,0,53,2,1.6,PhD,No
41,17,28,1,0.7,Bachelor,No
63,37,44,2,1,PhD,No
63,39,40,1,0.8,Bachelor,No
43,19,40,3,0.6,Master,No
58,32,163,2,0.5,Bachelor,No
50,25,82,1,1.3,PhD,No
38,12,89,4,1.4,Master,No
54,30,78,4,1.6,Master,No
61,36,55,3,0.9,PhD,No
29,5,34,4,0.4,Master,No
39,12,108,4,3.67,Master,Yes
33,7,58,4,2.2,Master,No
23,1,73,4,2.6,Bachelor,No
56,31,54,4,2.1,Bachelor,No
54,30,45,4,0.9,Master,No
37,11,123,1,2.3,Master,Yes
38,12,93,1,5.2,Bachelor,No
34,9,102,4,2.2,Master,No
53,29,39,3,1.5,Bachelor,No
65,40,114,4,3.4,Master,No
62,37,29,1,0.3,PhD,No
51,25,30,3,0.6,Master,No
31,5,22,1,0.6,PhD,No
64,38,38,2,0.3,Bachelor,No
39,15,41,2,1.7,Bachelor,No
28,3,161,4,1.7,PhD,Yes
60,35,38,3,0.5,Master,No
47,23,25,1,0.9,PhD,No
25,1,70,4,2.6,Bachelor,No
44,19,201,2,8.8,Bachelor,No
51,26,42,2,0.6,PhD,No
31,7,64,1,1.2,Bachelor,No
32,7,28,4,1.1,PhD,No
51,25,119,1,4.9,Bachelor,No
25,1,28,1,1,PhD,No
43,19,60,3,2.1,PhD,No
54,29,23,1,1.5,Master,No
34,8,164,4,7.4,PhD,Yes
54,30,39,2,0.8,Bachelor,No
42,17,19,2,0,PhD,No
46,20,72,2,0.8,PhD,No
62,37,41,3,0.9,PhD,No
31,5,32,2,0.3,Master,No
30,5,69,1,0.8,Master,No
52,28,23,3,0.4,Bachelor,No
35,9,44,4,0.2,Bachelor,No
60,36,32,3,0.4,Master,No
58,34,25,2,0.3,Bachelor,No
24,2,80,2,1.6,PhD,No
40,16,83,1,0.8,Master,No
49,23,133,1,7.3,Bachelor,No
43,18,89,1,0.1,Master,No
33,7,81,2,4.5,PhD,No
36,11,44,2,1.1,Master,No
62,36,119,2,2,Bachelor,No
57,32,39,4,0.9,Bachelor,No
64,38,40,2,1,PhD,No
52,26,79,3,0.8,Bachelor,No
54,28,30,4,0.7,Master,No
40,14,179,1,2.6,PhD,Yes
30,5,178,2,6.7,Bachelor,No
55,30,82,4,3.8,Master,No
39,13,50,2,2.4,Master,No
55,30,64,2,1.9,Master,No
28,4,129,1,1.5,Bachelor,No
44,18,68,4,2.9,Bachelor,No
46,21,30,1,1.4,PhD,No
61,36,48,3,1.5,Bachelor,No
61,36,130,1,1.3,Bachelor,No
45,20,40,1,0.5,PhD,No
38,14,105,2,1.9,Bachelor,No
29,3,41,4,0.2,Bachelor,No
52,28,168,3,6.5,PhD,Yes
38,14,80,2,2.7,Bachelor,No
28,3,134,2,3.1,Bachelor,No
34,9,49,1,2.5,PhD,No
35,9,63,2,1.8,Bachelor,No
46,22,70,4,1.9,Bachelor,No
63,37,32,3,0.7,Master,No
33,9,14,3,0.9,PhD,No
38,14,111,2,6.1,Bachelor,No
53,27,38,4,2.8,Master,No
28,2,121,2,2,Bachelor,No
44,18,90,4,2.6,PhD,No
58,31,178,2,6,Master,Yes
38,14,20,4,0.4,Master,No
48,24,61,2,1.7,Bachelor,No
33,7,43,4,0.8,Bachelor,No
66,42,39,1,1.9,Master,No
59,34,60,4,2.1,Bachelor,No
40,15,63,3,3,Bachelor,No
36,11,8,4,0.2,PhD,No
62,38,52,4,1.3,Master,No
51,27,92,4,3,Bachelor,Yes
58,32,111,2,1.4,Bachelor,No
52,26,71,1,1.4,PhD,No
41,16,25,2,0.1,Master,No
31,5,34,1,1.9,PhD,No
28,3,74,3,2.6,PhD,No
57,31,120,2,2,Bachelor,No
61,37,50,4,1.3,Master,No
60,36,10,2,1,Bachelor,No
56,29,45,4,2.5,Master,No
49,23,29,4,1.8,Bachelor,No
63,37,145,2,6.9,Bachelor,No
49,23,100,2,6.3,Bachelor,No
49,25,24,3,0.4,Bachelor,No
32,8,60,1,1.2,Bachelor,No
26,1,50,4,0.6,Master,No
27,1,43,3,1.1,Master,No
57,31,79,3,4.4,Bachelor,No
29,5,44,3,0.1,Master,No
56,30,31,4,1.5,PhD,No
59,35,14,2,1,Bachelor,No
53,28,19,4,0.8,Bachelor,No
54,29,111,1,1.1,Master,Yes
56,30,90,1,1.9,Master,No
50,25,21,2,0.7,PhD,No
51,25,104,1,4.2,Master,Yes
53,27,75,1,1.9,Master,No
37,12,175,2,7.8,Bachelor,No
32,7,98,1,4.2,Bachelor,Yes
49,23,41,4,0.1,Bachelor,No
34,8,171,2,2.2,Master,Yes
54,30,79,4,1.6,Master,No
64,39,24,4,0.6,Master,No
58,34,90,1,3.6,Master,Yes
25,1,39,3,2.4,Master,No
50,25,9,2,0,Bachelor,No
38,13,15,2,0.1,Master,No
48,24,80,1,2.7,Bachelor,No
41,15,63,1,0.7,PhD,No
32,8,20,1,0.5,PhD,No
46,22,43,2,2.1,PhD,No
39,15,65,1,1.5,PhD,No
39,15,91,2,1.7,Master,No
63,39,53,1,0.8,Bachelor,No
58,32,110,3,1.7,Master,No
28,4,82,3,1.5,Bachelor,No
36,11,23,4,0.2,PhD,No
43,19,172,2,6.67,Bachelor,No
36,12,88,2,2.7,Bachelor,No
44,18,71,2,0.8,PhD,No
31,5,180,1,2.9,PhD,Yes
45,21,39,2,2.1,PhD,No
39,13,94,1,1.5,PhD,No
43,16,25,3,1,Master,No
40,15,10,2,0,PhD,No
30,5,42,1,1,Bachelor,No
58,33,142,2,3.9,Bachelor,No
46,21,34,2,1.3,Bachelor,No
35,10,139,1,4.6,Bachelor,No
30,4,154,2,4.5,Bachelor,No
34,8,40,2,2,PhD,No
62,32,33,1,1.5,PhD,No
58,34,80,2,1.6,Bachelor,No
45,18,10,3,0.67,Master,No
42,16,41,3,0.5,PhD,No
60,36,30,4,1.3,Bachelor,No
55,29,78,1,0.8,PhD,No
45,21,164,1,5,Bachelor,No
52,27,23,1,0.4,PhD,No
31,7,149,1,6,Bachelor,No
60,34,25,4,0.7,PhD,No
33,9,42,1,2.1,PhD,No
37,11,71,1,2.5,Bachelor,No
59,34,114,3,4.2,Master,Yes
51,26,70,1,2.8,Master,No
47,23,149,4,6.1,Bachelor,Yes
60,33,55,4,2.5,Master,No
61,36,29,1,1.3,Bachelor,No
64,40,123,1,3.8,Bachelor,No
46,20,152,1,7.4,PhD,Yes
31,7,8,4,0.7,Master,No
57,32,69,4,0.7,Bachelor,No
48,23,161,4,7.9,PhD,Yes
48,23,79,1,0.2,Master,No
35,10,105,1,4.6,Bachelor,No
33,8,39,3,2.3,Bachelor,No
47,23,163,1,5,Bachelor,No
46,20,9,1,0.2,Bachelor,No
44,20,71,4,2,PhD,No
42,18,51,3,2.1,PhD,No
50,24,32,1,1.4,PhD,No
52,26,161,4,4.3,Bachelor,Yes
53,27,60,1,0.2,Bachelor,No
37,10,35,4,1,Master,No
64,40,41,4,1.2,Master,No
46,22,73,2,1.7,Bachelor,No
57,33,49,4,1.5,Bachelor,No
61,35,79,2,2,Bachelor,No
42,18,120,2,7.5,Bachelor,No
40,16,60,2,3.2,Bachelor,No
33,8,78,3,0.6,Master,No
50,26,40,4,1.1,Master,No
52,26,110,2,5.4,PhD,Yes
35,11,160,4,5.7,PhD,Yes
57,32,68,4,0.7,Bachelor,No
56,31,49,2,1.6,PhD,No
44,20,65,2,2.5,Bachelor,No
23,3,55,3,2.4,Master,No
33,8,62,3,2.3,Bachelor,No
48,22,152,1,0,Bachelor,No
45,18,42,3,2.5,Master,No
54,28,39,4,0.7,Master,No
42,17,111,3,3,Bachelor,Yes
47,21,82,3,2.1,Bachelor,No
61,36,108,4,3.4,Master,No
53,27,59,2,0.8,PhD,No
56,30,61,3,2.5,Bachelor,No
33,6,78,4,2,Master,No
44,18,18,2,0.1,PhD,No
63,37,113,4,1.7,PhD,No
47,20,62,1,2.67,Master,No
50,24,81,1,4.9,Bachelor,No
49,25,13,3,0.4,Bachelor,No
34,9,75,1,2.8,Bachelor,No
40,14,33,2,0.8,PhD,No
38,13,179,1,4.1,Bachelor,No
51,26,69,3,2,Master,No
28,4,45,1,1,PhD,No
52,26,59,3,3,Master,No
39,13,81,2,2.8,Bachelor,No
29,5,133,1,5.4,Bachelor,No
54,29,81,2,0,PhD,No
63,38,14,4,0.4,Master,No
40,14,28,2,0.8,PhD,No
36,12,93,2,2.2,Bachelor,No
45,20,191,3,2.6,PhD,Yes
61,37,155,1,2.9,Bachelor,No
26,0,155,2,7.2,Bachelor,No
33,8,68,4,1.3,Bachelor,No
64,40,52,2,1.1,Bachelor,No
43,17,51,1,0.7,PhD,No
24,0,44,4,1.6,Bachelor,No
30,5,121,2,3.1,Bachelor,No
60,36,49,4,2.2,Bachelor,No
50,26,42,2,1,PhD,No
40,15,144,1,4.1,Bachelor,No
31,6,72,1,2.6,Master,No
30,4,44,1,1.5,Bachelor,No
60,35,43,3,0.9,PhD,No
39,14,74,1,0.1,Master,No
66,41,145,1,2.5,Bachelor,No
65,41,158,2,2.1,Bachelor,No
54,28,78,4,4.9,Bachelor,No
54,29,154,1,2.4,Master,Yes
35,9,105,2,4.5,PhD,No
32,7,100,3,0.6,Master,No
63,39,58,1,0,Master,No
60,35,113,1,0.9,Bachelor,No
43,18,10,2,0.1,Master,No
59,33,142,2,2.7,Bachelor,No
62,37,128,1,2.5,Bachelor,No
30,5,131,3,0.5,PhD,Yes
54,30,88,4,1,Master,No
30,6,101,2,0.6,Bachelor,No
31,1,70,2,1.75,PhD,No
44,20,122,1,0.3,Bachelor,No
32,8,70,3,1.5,Bachelor,No
63,38,148,2,4.3,PhD,Yes
57,32,43,2,2.1,PhD,No
60,30,31,1,1.5,PhD,No
37,11,35,2,0.8,PhD,No
53,27,81,4,2.6,PhD,No
51,25,19,1,1.4,PhD,No
30,5,98,4,1.8,PhD,No
28,2,101,4,2.1,PhD,No
50,24,81,2,0.4,PhD,No
52,27,135,1,0.6,Bachelor,No
56,30,34,2,0.7,Master,No
40,16,104,1,3.4,Bachelor,No
64,38,29,3,0.7,Master,No
61,36,119,2,5.4,Master,Yes
46,20,82,2,1.7,Master,No
55,29,62,1,0.2,Bachelor,No
45,19,85,3,2.1,Bachelor,No
40,15,8,2,0.1,Master,No
63,37,78,4,1.7,PhD,No
57,32,44,3,0.5,Master,No
38,14,122,2,8,Bachelor,No
37,11,22,3,0.1,Master,No
31,5,39,4,2.2,Master,No
50,26,55,1,1.6,Master,No
42,18,144,2,6.1,Bachelor,No
51,27,71,1,2.6,Master,No
38,13,191,2,3,Bachelor,No
53,26,22,1,0.5,Master,No
43,17,158,1,2.4,Bachelor,No
35,9,131,3,0.3,PhD,Yes
49,24,75,1,2.8,Master,No
28,4,69,3,0.7,Master,No
51,27,39,2,0.8,Bachelor,No
39,14,34,4,1.7,Bachelor,No
31,7,32,1,1.7,Bachelor,No
44,18,129,1,5.7,Bachelor,No
46,20,158,3,5.4,Bachelor,Yes
42,18,54,1,1.8,Bachelor,No
41,17,34,1,2,Master,No
23,2,45,4,0.6,Master,No
59,33,68,2,2.3,PhD,No
47,21,53,1,1.5,Master,No
48,23,32,1,0.1,Bachelor,No
58,33,173,2,7.2,PhD,Yes
58,34,31,4,0.4,Bachelor,No
54,29,72,2,3.7,Bachelor,No
49,24,30,4,0.4,Master,No
63,38,138,1,2.5,Bachelor,No
62,37,18,1,1.5,Master,No
45,19,69,1,2.8,Bachelor,No
39,13,58,3,2.1,Bachelor,No
58,34,63,4,1.5,Bachelor,No
56,30,43,2,0.3,Bachelor,No
29,5,28,1,0.2,PhD,No
33,9,38,1,2.1,PhD,No
55,29,72,3,0.3,Master,No
56,31,64,4,0.9,Bachelor,No
36,12,70,3,2.6,Master,No
53,29,12,1,0.3,Bachelor,No
57,31,159,2,0.5,Bachelor,No
35,9,103,2,4.5,PhD,No
43,18,42,1,0.3,PhD,No
54,29,48,2,2.1,PhD,No
29,3,49,1,1.5,Bachelor,No
39,14,89,2,0.4,Bachelor,No
32,8,22,4,0.7,Master,No
51,27,10,2,0.2,Bachelor,No
50,25,38,1,1.3,Master,No
54,29,49,2,2.1,PhD,No
38,12,30,2,1.4,PhD,No
32,7,82,1,2.6,Master,No
62,37,82,1,0.8,PhD,No
57,33,24,1,0.1,Master,No
47,23,32,4,0.6,Bachelor,No
51,25,34,3,0.9,PhD,No
54,27,195,2,4.75,Master,Yes
26,1,61,4,2.2,Bachelor,No
37,11,22,3,0.1,Master,No
27,0,40,4,1,PhD,No
63,38,50,2,2.8,Bachelor,No
62,36,35,2,0.7,PhD,No
59,33,64,3,0.3,Master,No
32,7,49,3,2.3,Bachelor,No
35,8,44,4,1,Master,No
56,31,65,2,3.7,Bachelor,No
55,31,13,4,0.7,Bachelor,No
31,5,84,1,2.9,PhD,No
54,29,28,4,0.2,Master,No
58,32,108,3,4.4,Bachelor,No
48,24,59,1,0,Bachelor,No
48,22,163,1,2.4,Bachelor,No
33,9,183,2,8.8,PhD,Yes
36,6,69,4,4,PhD,No
41,16,115,1,7,Bachelor,No
55,31,130,4,6.5,Bachelor,Yes
63,37,185,2,7.9,Master,Yes
53,29,118,2,0.3,Bachelor,No
38,13,163,1,4.1,Bachelor,No
46,20,140,2,6.3,Bachelor,No
59,33,91,2,0.7,Master,No
56,31,61,4,1.3,PhD,No
59,35,168,4,4.1,Master,Yes
39,13,69,3,0.9,Master,No
47,21,22,1,0.2,Bachelor,No
47,22,53,1,0.3,Bachelor,No
53,26,25,2,1,Master,No
36,9,115,4,2.2,Master,Yes
34,9,31,4,1.1,PhD,No
36,10,83,1,2.8,PhD,No
60,34,152,2,6.9,Bachelor,No
45,20,30,1,0.1,Bachelor,No
27,3,34,1,0.2,PhD,No
47,22,44,1,1.4,PhD,No
44,20,182,2,7.6,Bachelor,No
54,30,44,3,1.5,Bachelor,No
57,33,122,2,6,Bachelor,No
52,26,35,4,1.8,Bachelor,No
51,25,91,1,0.8,PhD,No
57,32,30,2,2,Master,No
65,39,53,1,2.5,PhD,No
58,33,28,1,0.3,PhD,No
64,39,85,4,3.4,Master,No
52,26,28,2,0.7,Master,No
58,34,41,4,0.4,Bachelor,No
52,22,154,1,5,PhD,Yes
43,18,41,1,0.3,PhD,No
56,32,33,3,1.5,Bachelor,No
37,12,182,3,5.8,PhD,Yes
53,27,59,2,0.8,PhD,No
27,2,129,2,3.3,Bachelor,No
53,27,35,3,0.9,PhD,No
42,16,185,3,2.2,Master,Yes
58,34,45,4,1.3,Master,No
36,12,62,4,0.1,Master,No
53,28,183,3,8.2,PhD,Yes
48,22,14,2,0.1,PhD,No
54,28,53,1,2.2,PhD,No
26,1,48,3,2.6,PhD,No
50,26,128,2,0.4,Bachelor,No
31,7,105,1,4,Bachelor,No
35,9,40,3,0.9,Bachelor,No
63,37,10,2,0.4,Bachelor,No
29,4,102,2,3.3,Bachelor,No
57,32,31,3,0.1,Master,No
30,5,30,4,0.8,Bachelor,No
33,7,21,1,0.6,PhD,No
62,36,44,2,0.3,Bachelor,No
35,10,48,1,2.5,PhD,No
37,11,21,3,0.2,Master,No
37,11,84,4,2.2,Master,No
35,10,64,3,0.7,Master,No
35,9,82,1,2.5,Bachelor,No
59,35,39,4,1.3,Bachelor,No
53,27,45,2,0.8,PhD,No
45,21,133,4,5.7,PhD,Yes
46,22,152,2,1.4,Bachelor,No
40,16,12,1,1,Bachelor,No
42,16,32,3,1.5,Bachelor,No
25,1,74,4,2.6,Bachelor,No
39,14,54,2,1.1,Master,No
30,6,181,3,4.1,Master,Yes
58,33,75,2,0,PhD,No
41,15,95,3,0.1,Bachelor,No
37,11,190,4,7.3,Master,Yes
36,11,90,1,2.8,Bachelor,No
27,3,20,4,1,Bachelor,No
60,34,64,3,2.2,PhD,No
62,36,85,2,1.7,PhD,No
67,43,105,4,1.7,Master,No
44,18,21,1,0.2,Bachelor,No
24,1,78,2,1.8,Master,No
45,21,158,2,6.67,Bachelor,No
58,34,125,1,4.3,Bachelor,No
61,36,81,3,1.8,Master,No
54,29,183,1,8.1,Bachelor,No
28,3,54,4,0.6,Master,No
49,24,79,4,3.6,PhD,No
35,11,38,1,1.5,Master,No
36,10,172,4,1,Master,Yes
34,8,184,3,7.5,Bachelor,Yes
36,11,158,2,7.8,Bachelor,No
35,11,188,1,0.9,PhD,Yes
27,2,20,4,0.5,PhD,No
42,18,60,4,0.2,PhD,No
65,39,113,4,2.4,PhD,No
29,5,70,4,0,Bachelor,No
65,41,84,2,0,PhD,No
59,33,23,2,0.2,PhD,No
46,22,141,2,3.3,Bachelor,No
59,33,110,3,4.4,Bachelor,No
52,26,31,4,1.8,Bachelor,No
60,35,22,1,1.3,Bachelor,No
43,17,91,1,5.2,Bachelor,No
65,39,82,4,2.4,PhD,No
50,26,23,1,0.3,Bachelor,No
48,23,35,1,0.1,Bachelor,No
49,25,114,1,2.5,PhD,Yes
58,33,18,3,0.1,Master,No
24,2,80,2,1.6,PhD,No
58,32,74,2,2.3,PhD,No
45,19,122,4,4.1,Master,Yes
42,15,73,3,2.33,Master,No
64,40,40,2,1.1,Bachelor,No
49,25,55,4,0.1,PhD,No
55,31,69,1,2.7,Master,No
40,14,92,4,1.4,Master,No
28,2,48,4,2.1,PhD,No
57,31,113,4,0.6,PhD,Yes
50,25,58,1,1.3,Master,No
40,16,109,2,2.2,Bachelor,No
55,28,39,3,1,Master,No
53,29,33,3,1.9,Master,No
48,24,18,4,0.2,Bachelor,No
59,33,63,1,1.6,Bachelor,No
58,32,43,1,2.8,Master,No
38,14,70,4,2,PhD,No
49,25,19,1,0.9,PhD,No
60,36,39,4,1.3,Master,No
54,28,81,3,0.8,Bachelor,No
28,2,34,4,1.3,PhD,No
27,1,140,1,5.9,Master,Yes
42,18,114,1,0.3,Bachelor,No
52,28,55,2,3.2,PhD,No
54,30,21,1,0.1,Master,No
56,30,50,4,2.8,Master,No
58,34,41,3,1.5,Bachelor,No
56,32,190,3,2.2,Bachelor,Yes
64,40,8,2,0.3,PhD,No
35,8,55,2,1.67,Master,No
45,20,40,2,1.3,Bachelor,No
57,32,22,3,0.1,Master,No
35,8,44,2,1.67,Master,No
46,22,102,3,4.5,PhD,Yes
30,4,54,4,1.8,PhD,No
44,20,130,4,3.2,Master,Yes
39,12,75,3,2.33,Master,No
42,18,42,2,1.7,Bachelor,No
34,9,133,1,3.8,Bachelor,No
46,20,40,1,1.2,Master,No
55,31,34,3,1.5,Bachelor,No
28,3,142,1,0.8,Bachelor,No
35,10,64,3,2.3,Bachelor,No
60,35,44,2,1.6,PhD,No
50,24,95,1,0.3,Bachelor,No
52,26,49,1,1.4,PhD,No
51,27,12,2,0.2,Bachelor,No
51,26,98,1,1.3,PhD,No
59,35,42,4,0.4,Bachelor,No
53,28,44,2,0.6,PhD,No
43,17,124,1,5.2,Bachelor,No
31,6,175,2,6.7,Bachelor,No
32,6,22,4,0.3,Bachelor,No
41,17,78,4,2.67,Bachelor,No
31,4,54,2,1,Master,No
41,16,154,1,7,Bachelor,No
47,22,42,3,2.7,Master,No
37,13,195,2,6.5,Bachelor,No
53,23,80,1,3,PhD,No
49,22,81,3,2,Master,No
62,36,89,2,2,Bachelor,No
33,9,61,3,2.6,Master,No
54,24,25,4,0.4,PhD,No
27,3,43,3,0.1,Master,No
60,35,122,1,2.6,Bachelor,No
29,5,160,1,4.3,Bachelor,No
56,32,83,4,1.6,Master,No
55,30,79,2,0,PhD,No
45,19,30,3,0.5,Master,No
33,9,145,1,4.3,Bachelor,No
45,21,151,2,3.3,Bachelor,No
44,18,14,2,0.1,PhD,No
37,11,19,3,0.2,Master,No
42,16,55,1,0.7,PhD,No
26,2,132,2,2.4,PhD,Yes
33,8,182,1,8.6,Bachelor,No
61,36,78,3,0.5,Bachelor,No
31,7,42,1,2.4,Master,No
54,29,44,2,2.3,PhD,No
62,38,195,4,5.2,PhD,Yes
61,36,53,3,0.5,Master,No
66,41,65,3,2.4,Bachelor,No
38,12,43,4,0.2,Bachelor,No
55,29,38,4,1.5,PhD,No
60,36,50,1,1.8,PhD,No
23,2,81,2,1.8,Master,No
29,3,41,1,1.9,PhD,No
35,10,73,3,2.3,Bachelor,No
53,27,31,2,0.4,PhD,No
32,7,84,3,0.6,Master,No
38,14,95,2,1.9,Bachelor,No
44,18,162,4,1.3,Bachelor,Yes
43,18,60,2,2.2,PhD,No
54,30,121,2,1.1,PhD,Yes
52,25,43,3,1,Master,No
31,7,38,1,1.8,Master,No
47,22,82,1,2.9,Bachelor,No
42,18,52,4,1.9,Bachelor,No
57,33,43,3,1.5,Bachelor,No
33,8,82,1,2.6,Master,No
35,10,161,1,4.1,Bachelor,No
56,30,24,2,0.7,Master,No
57,32,102,1,2.6,Bachelor,No
25,1,53,3,2.4,Master,No
53,28,85,1,1.2,Bachelor,No
59,33,111,3,4.4,Bachelor,No
56,32,90,2,0.3,Bachelor,No
54,28,94,2,1.1,Bachelor,No
48,23,63,4,3.6,PhD,No
55,30,153,2,2.8,Master,Yes
33,7,39,2,2,PhD,No
46,21,205,2,8.8,Bachelor,No
42,18,142,1,3.4,Bachelor,No
49,25,163,2,0.4,Bachelor,No
42,17,113,3,1,Bachelor,No
46,21,64,1,2.9,Bachelor,No
65,40,20,3,0.1,PhD,No
50,24,179,1,1,Bachelor,No
54,24,91,2,4.5,PhD,No
42,18,103,1,3.33,Bachelor,Yes
57,33,80,4,1.6,Master,No
61,35,38,2,0.3,Bachelor,No
60,34,44,1,0.2,Bachelor,No
40,14,164,1,4.3,Master,Yes
33,7,81,3,1.6,Bachelor,No
37,13,95,2,1.7,Master,No
52,28,44,3,1.9,Master,No
33,7,88,3,1.6,Bachelor,No
62,36,148,3,7,Master,Yes
62,37,169,3,5,Master,Yes
63,37,11,1,0.8,Master,No
55,25,92,1,3,PhD,No
33,9,74,3,2.6,Master,No
25,1,72,3,0.8,Bachelor,No
55,31,63,3,2.67,Bachelor,No
29,3,172,2,4.5,Bachelor,No
45,21,183,2,1.4,Bachelor,No
60,34,40,1,2.5,PhD,No
44,18,68,4,2.9,Bachelor,No
